".variable",".value",".lower",".upper",".width",".point",".interval","tree1","spp1","tree2","spp2","pair","comp","Site","Neighborhood","time"
"rescor__t4ac1102__t4pl11",0.152112887136098,-0.186962430255049,0.47554710381113,0.95,"median","qi","4ac1102","ac","4pl11","pl","ac-pl","inter","cm",1,2000
"rescor__t4ac1102__t4pl1122",0.408583558572303,0.0565149256071667,0.672042593868605,0.95,"median","qi","4ac1102","ac","4pl1122","pl","ac-pl","inter","cm",1,2000
"rescor__t4ac1102__t4pl12",0.273262941533025,-0.0901758643265477,0.579983099109428,0.95,"median","qi","4ac1102","ac","4pl12","pl","ac-pl","inter","cm",1,2000
"rescor__t4ac1105__t4pj11",0.0223361844261071,-0.319083330259114,0.351670722853486,0.95,"median","qi","4ac1105","ac","4pj11","pj","ac-pj","inter","cm",1,2000
"rescor__t4ac1105__t4pj1117",-0.0143046077330393,-0.367547560479672,0.357989922822388,0.95,"median","qi","4ac1105","ac","4pj1117","pj","ac-pj","inter","cm",1,2000
"rescor__t4ac1105__t4pj1118",0.336397910514094,-0.0230678564428357,0.629969466948208,0.95,"median","qi","4ac1105","ac","4pj1118","pj","ac-pj","inter","cm",1,2000
"rescor__t4ac1105__t4pl11",-0.222175181638759,-0.517259194702031,0.115986312184715,0.95,"median","qi","4ac1105","ac","4pl11","pl","ac-pl","inter","cm",1,2000
"rescor__t4ac1105__t4pl1122",0.252873906559071,-0.102979127669176,0.560988359821654,0.95,"median","qi","4ac1105","ac","4pl1122","pl","ac-pl","inter","cm",1,2000
"rescor__t4ac1105__t4pl12",0.135435436293916,-0.238734159678671,0.451746644509287,0.95,"median","qi","4ac1105","ac","4pl12","pl","ac-pl","inter","cm",1,2000
"rescor__t4ac12__t4ac1102",0.263981500565964,-0.0862666747795995,0.571915198994002,0.95,"median","qi","4ac12","ac","4ac1102","ac","ac-ac","intra","cm",1,2000
"rescor__t4ac12__t4ac1105",0.24586161214678,-0.126327848518637,0.558212929195477,0.95,"median","qi","4ac12","ac","4ac1105","ac","ac-ac","intra","cm",1,2000
"rescor__t4ac12__t4pj11",0.256511939640678,-0.0973905143364974,0.550643093876434,0.95,"median","qi","4ac12","ac","4pj11","pj","ac-pj","inter","cm",1,2000
"rescor__t4ac12__t4pj1117",0.015137065295365,-0.334803411706374,0.374725682066502,0.95,"median","qi","4ac12","ac","4pj1117","pj","ac-pj","inter","cm",1,2000
"rescor__t4ac12__t4pj1118",0.170695978464092,-0.183403855709553,0.482797192861989,0.95,"median","qi","4ac12","ac","4pj1118","pj","ac-pj","inter","cm",1,2000
"rescor__t4ac12__t4pl11",-0.281538307703885,-0.586904205431036,0.0742291299454839,0.95,"median","qi","4ac12","ac","4pl11","pl","ac-pl","inter","cm",1,2000
"rescor__t4ac12__t4pl1122",0.328872649773159,-0.0505100836053517,0.620538293628011,0.95,"median","qi","4ac12","ac","4pl1122","pl","ac-pl","inter","cm",1,2000
"rescor__t4ac12__t4pl12",-0.1180498911416,-0.460081398908882,0.243665070388569,0.95,"median","qi","4ac12","ac","4pl12","pl","ac-pl","inter","cm",1,2000
"rescor__t4pj11__t4pj1117",0.211170219557664,-0.165405805333432,0.53405338752374,0.95,"median","qi","4pj11","pj","4pj1117","pj","pj-pj","intra","cm",1,2000
"rescor__t4pj11__t4pj1118",-0.0680761082682535,-0.41074347537236,0.289971492430847,0.95,"median","qi","4pj11","pj","4pj1118","pj","pj-pj","intra","cm",1,2000
"rescor__t4pj11__t4pl11",0.330599845579038,-0.0107573364743493,0.611755783131887,0.95,"median","qi","4pj11","pj","4pl11","pl","pj-pl","inter","cm",1,2000
"rescor__t4pj11__t4pl1122",0.353750842466939,-0.0166501958965534,0.642184226364104,0.95,"median","qi","4pj11","pj","4pl1122","pl","pj-pl","inter","cm",1,2000
"rescor__t4pj11__t4pl12",0.0532942463191959,-0.305907759302483,0.402045707439818,0.95,"median","qi","4pj11","pj","4pl12","pl","pj-pl","inter","cm",1,2000
"rescor__t4pj1117__t4pj1118",-0.00683084863368032,-0.362599637475042,0.35146454826059,0.95,"median","qi","4pj1117","pj","4pj1118","pj","pj-pj","intra","cm",1,2000
"rescor__t4pj1117__t4pl11",0.103929875793487,-0.266647629449101,0.437924812525934,0.95,"median","qi","4pj1117","pj","4pl11","pl","pj-pl","inter","cm",1,2000
"rescor__t4pj1117__t4pl1122",-0.280997267317759,-0.594772822637368,0.0774724566030021,0.95,"median","qi","4pj1117","pj","4pl1122","pl","pj-pl","inter","cm",1,2000
"rescor__t4pj1117__t4pl12",0.0403837841976682,-0.345236451475694,0.394985628774265,0.95,"median","qi","4pj1117","pj","4pl12","pl","pj-pl","inter","cm",1,2000
"rescor__t4pj1118__t4pl11",-0.405730239815832,-0.676592484228199,-0.0481963358862516,0.95,"median","qi","4pj1118","pj","4pl11","pl","pj-pl","inter","cm",1,2000
"rescor__t4pj1118__t4pl1122",-0.106623922971244,-0.446888275949239,0.247344291972818,0.95,"median","qi","4pj1118","pj","4pl1122","pl","pj-pl","inter","cm",1,2000
"rescor__t4pj1118__t4pl12",0.0418396079784767,-0.310042596528154,0.404468535489065,0.95,"median","qi","4pj1118","pj","4pl12","pl","pj-pl","inter","cm",1,2000
"rescor__t4pl11__t4pl1122",0.0189053722137524,-0.332262039111591,0.356531920897836,0.95,"median","qi","4pl11","pl","4pl1122","pl","pl-pl","intra","cm",1,2000
"rescor__t4pl11__t4pl12",0.318207800828065,-0.0504702117628763,0.61345770775874,0.95,"median","qi","4pl11","pl","4pl12","pl","pl-pl","intra","cm",1,2000
"rescor__t4pl12__t4pl1122",0.0107628884842991,-0.347530906552937,0.349333947777218,0.95,"median","qi","4pl12","pl","4pl1122","pl","pl-pl","intra","cm",1,2000
"rescor__t4ac11__t4ac1102",0.189492786124529,-0.198894711789457,0.548451030917199,0.95,"median","qi","4ac11","ac","4ac1102","ac","ac-ac","intra","cm",1,2010
"rescor__t4ac11__t4ac1105",0.168570428907324,-0.241372914510631,0.511125176521735,0.95,"median","qi","4ac11","ac","4ac1105","ac","ac-ac","intra","cm",1,2010
"rescor__t4ac11__t4ac12",-0.0624137827173858,-0.445886947921756,0.337560314773312,0.95,"median","qi","4ac11","ac","4ac12","ac","ac-ac","intra","cm",1,2010
"rescor__t4ac11__t4pj11",0.194234925564452,-0.20832669230669,0.54445519039482,0.95,"median","qi","4ac11","ac","4pj11","pj","ac-pj","inter","cm",1,2010
"rescor__t4ac11__t4pj1117",0.0096571575850775,-0.393763029425142,0.401842483654746,0.95,"median","qi","4ac11","ac","4pj1117","pj","ac-pj","inter","cm",1,2010
"rescor__t4ac11__t4pj1118",-0.0223933361312976,-0.413535846562465,0.382256837661798,0.95,"median","qi","4ac11","ac","4pj1118","pj","ac-pj","inter","cm",1,2010
"rescor__t4ac11__t4pl11",0.0151023883614094,-0.369530324476002,0.38733063643968,0.95,"median","qi","4ac11","ac","4pl11","pl","ac-pl","inter","cm",1,2010
"rescor__t4ac11__t4pl1122",-0.126757154097916,-0.498845357396597,0.282536123720047,0.95,"median","qi","4ac11","ac","4pl1122","pl","ac-pl","inter","cm",1,2010
"rescor__t4ac11__t4pl12",0.186033513896713,-0.224401855577472,0.542848207566772,0.95,"median","qi","4ac11","ac","4pl12","pl","ac-pl","inter","cm",1,2010
"rescor__t4ac1102__t4ac1105",0.473876429181547,0.0865418162906978,0.735757933930219,0.95,"median","qi","4ac1102","ac","4ac1105","ac","ac-ac","intra","cm",1,2010
"rescor__t4ac1102__t4pj11",0.370173827492679,-0.0232828741198235,0.659002149067843,0.95,"median","qi","4ac1102","ac","4pj11","pj","ac-pj","inter","cm",1,2010
"rescor__t4ac1102__t4pj1117",0.0456005423364012,-0.350063572167515,0.393657399297517,0.95,"median","qi","4ac1102","ac","4pj1117","pj","ac-pj","inter","cm",1,2010
"rescor__t4ac1102__t4pj1118",-0.208618675323201,-0.549200973936816,0.198980699335121,0.95,"median","qi","4ac1102","ac","4pj1118","pj","ac-pj","inter","cm",1,2010
"rescor__t4ac1102__t4pl11",0.427768312052447,0.0813178565903015,0.690806996268668,0.95,"median","qi","4ac1102","ac","4pl11","pl","ac-pl","inter","cm",1,2010
"rescor__t4ac1102__t4pl1122",0.2554960140572,-0.120459917578352,0.58476679046747,0.95,"median","qi","4ac1102","ac","4pl1122","pl","ac-pl","inter","cm",1,2010
"rescor__t4ac1102__t4pl12",0.0624103899577081,-0.335439963285403,0.417293723012147,0.95,"median","qi","4ac1102","ac","4pl12","pl","ac-pl","inter","cm",1,2010
"rescor__t4ac1105__t4pj11",0.224069897860262,-0.17839030262451,0.555026760998322,0.95,"median","qi","4ac1105","ac","4pj11","pj","ac-pj","inter","cm",1,2010
"rescor__t4ac1105__t4pj1117",0.206523094696298,-0.183177655420269,0.550595092315852,0.95,"median","qi","4ac1105","ac","4pj1117","pj","ac-pj","inter","cm",1,2010
"rescor__t4ac1105__t4pj1118",-0.0195533079045454,-0.399599251623217,0.375081829414954,0.95,"median","qi","4ac1105","ac","4pj1118","pj","ac-pj","inter","cm",1,2010
"rescor__t4ac1105__t4pl11",-0.0769648720613566,-0.412883331976673,0.292392580240029,0.95,"median","qi","4ac1105","ac","4pl11","pl","ac-pl","inter","cm",1,2010
"rescor__t4ac1105__t4pl1122",0.3230853652425,-0.0747520984489282,0.648139154471054,0.95,"median","qi","4ac1105","ac","4pl1122","pl","ac-pl","inter","cm",1,2010
"rescor__t4ac1105__t4pl12",-0.0742761711923039,-0.443785648247361,0.285157471361226,0.95,"median","qi","4ac1105","ac","4pl12","pl","ac-pl","inter","cm",1,2010
"rescor__t4ac12__t4ac1102",0.369282650586057,0.00702332724456396,0.660543358561143,0.95,"median","qi","4ac12","ac","4ac1102","ac","ac-ac","intra","cm",1,2010
"rescor__t4ac12__t4ac1105",0.54622782750315,0.155014684243946,0.78278749043721,0.95,"median","qi","4ac12","ac","4ac1105","ac","ac-ac","intra","cm",1,2010
"rescor__t4ac12__t4pj11",0.233732949191837,-0.15342407414588,0.591656882537376,0.95,"median","qi","4ac12","ac","4pj11","pj","ac-pj","inter","cm",1,2010
"rescor__t4ac12__t4pj1117",0.0950923580378628,-0.295943640860395,0.451213960580792,0.95,"median","qi","4ac12","ac","4pj1117","pj","ac-pj","inter","cm",1,2010
"rescor__t4ac12__t4pj1118",-0.037076718832666,-0.413899333333763,0.342916093356166,0.95,"median","qi","4ac12","ac","4pj1118","pj","ac-pj","inter","cm",1,2010
"rescor__t4ac12__t4pl11",-0.27017136737978,-0.585611799065749,0.102388962615817,0.95,"median","qi","4ac12","ac","4pl11","pl","ac-pl","inter","cm",1,2010
"rescor__t4ac12__t4pl1122",0.133493333257028,-0.279038897241082,0.484543834129049,0.95,"median","qi","4ac12","ac","4pl1122","pl","ac-pl","inter","cm",1,2010
"rescor__t4ac12__t4pl12",0.0109008179359553,-0.367432984800838,0.386563099274627,0.95,"median","qi","4ac12","ac","4pl12","pl","ac-pl","inter","cm",1,2010
"rescor__t4pj11__t4pj1117",0.165570297642818,-0.240984816606295,0.519170313115987,0.95,"median","qi","4pj11","pj","4pj1117","pj","pj-pj","intra","cm",1,2010
"rescor__t4pj11__t4pj1118",0.0873279227132802,-0.311743340452018,0.465218797336391,0.95,"median","qi","4pj11","pj","4pj1118","pj","pj-pj","intra","cm",1,2010
"rescor__t4pj11__t4pl11",0.246188662431784,-0.156082326797764,0.578623473019764,0.95,"median","qi","4pj11","pj","4pl11","pl","pj-pl","inter","cm",1,2010
"rescor__t4pj11__t4pl1122",-0.152465681568177,-0.514925181504365,0.252211019497684,0.95,"median","qi","4pj11","pj","4pl1122","pl","pj-pl","inter","cm",1,2010
"rescor__t4pj11__t4pl12",0.280143116859837,-0.150435427130298,0.612134538902965,0.95,"median","qi","4pj11","pj","4pl12","pl","pj-pl","inter","cm",1,2010
"rescor__t4pj1117__t4pj1118",0.221881110361959,-0.183295732391836,0.573178264961719,0.95,"median","qi","4pj1117","pj","4pj1118","pj","pj-pj","intra","cm",1,2010
"rescor__t4pj1117__t4pl11",-0.142734552388213,-0.51126779509672,0.231382385873916,0.95,"median","qi","4pj1117","pj","4pl11","pl","pj-pl","inter","cm",1,2010
"rescor__t4pj1117__t4pl1122",-0.177017947870283,-0.537654181131377,0.234697790734543,0.95,"median","qi","4pj1117","pj","4pl1122","pl","pj-pl","inter","cm",1,2010
"rescor__t4pj1117__t4pl12",0.0460714493434885,-0.3511714748619,0.432100619374244,0.95,"median","qi","4pj1117","pj","4pl12","pl","pj-pl","inter","cm",1,2010
"rescor__t4pj1118__t4pl11",-0.0883929492217088,-0.450437800438013,0.290842409502534,0.95,"median","qi","4pj1118","pj","4pl11","pl","pj-pl","inter","cm",1,2010
"rescor__t4pj1118__t4pl1122",-0.233961848715473,-0.600714322311415,0.19533224423131,0.95,"median","qi","4pj1118","pj","4pl1122","pl","pj-pl","inter","cm",1,2010
"rescor__t4pj1118__t4pl12",0.0899620556592065,-0.310853018207327,0.469486114981631,0.95,"median","qi","4pj1118","pj","4pl12","pl","pj-pl","inter","cm",1,2010
"rescor__t4pl11__t4pl1122",-0.0852970004457172,-0.451955611791471,0.296671315557461,0.95,"median","qi","4pl11","pl","4pl1122","pl","pl-pl","intra","cm",1,2010
"rescor__t4pl11__t4pl12",0.464945290216347,0.0828123774004905,0.739648989244164,0.95,"median","qi","4pl11","pl","4pl12","pl","pl-pl","intra","cm",1,2010
"rescor__t4pl12__t4pl1122",0.0448576686321096,-0.353305942011552,0.44037105316465,0.95,"median","qi","4pl12","pl","4pl1122","pl","pl-pl","intra","cm",1,2010
"rescor__t4ac21__t4ac21924",0.216928981274256,-0.160166410370174,0.552029151281277,0.95,"median","qi","4ac21","ac","4ac21924","ac","ac-ac","intra","cm",2,1910
"rescor__t4ac21__t4ac22",0.291287468938244,-0.0857731439262405,0.606752291004588,0.95,"median","qi","4ac21","ac","4ac22","ac","ac-ac","intra","cm",2,1910
"rescor__t4ac21__t4pj22",-0.0723018391453693,-0.433565487816892,0.320100710144233,0.95,"median","qi","4ac21","ac","4pj22","pj","ac-pj","inter","cm",2,1910
"rescor__t4ac21__t4pj23064",0.0549591990375981,-0.325999734341687,0.415744316308454,0.95,"median","qi","4ac21","ac","4pj23064","pj","ac-pj","inter","cm",2,1910
"rescor__t4ac21__t4pj23101",-0.220448976908041,-0.530548432569965,0.17110509331854,0.95,"median","qi","4ac21","ac","4pj23101","pj","ac-pj","inter","cm",2,1910
"rescor__t4ac21__t4pl21",-0.00994574167002963,-0.379224719517249,0.35444618351907,0.95,"median","qi","4ac21","ac","4pl21","pl","ac-pl","inter","cm",2,1910
"rescor__t4ac21__t4pp21",-0.062794445675618,-0.419710366937389,0.325301697859189,0.95,"median","qi","4ac21","ac","4pp21","pp","ac-pp","inter","cm",2,1910
"rescor__t4ac21924__t4pj22",0.238906154897577,-0.158015091905942,0.574447166584958,0.95,"median","qi","4ac21924","ac","4pj22","pj","ac-pj","inter","cm",2,1910
"rescor__t4ac21924__t4pj23064",0.123317487852431,-0.25305356126133,0.46199332357203,0.95,"median","qi","4ac21924","ac","4pj23064","pj","ac-pj","inter","cm",2,1910
"rescor__t4ac21924__t4pj23101",0.314845951185465,-0.0487563543208886,0.605443521282134,0.95,"median","qi","4ac21924","ac","4pj23101","pj","ac-pj","inter","cm",2,1910
"rescor__t4ac21924__t4pl21",0.272184837822757,-0.132625255574386,0.584740918470316,0.95,"median","qi","4ac21924","ac","4pl21","pl","ac-pl","inter","cm",2,1910
"rescor__t4ac21924__t4pp21",0.329480800313724,-0.0653603601701171,0.627879980835227,0.95,"median","qi","4ac21924","ac","4pp21","pp","ac-pp","inter","cm",2,1910
"rescor__t4ac22__t4ac21924",0.414966153174542,0.027017934171217,0.68198619199715,0.95,"median","qi","4ac22","ac","4ac21924","ac","ac-ac","intra","cm",2,1910
"rescor__t4ac22__t4pj22",0.359091971351033,-0.0237266454505606,0.645076018551322,0.95,"median","qi","4ac22","ac","4pj22","pj","ac-pj","inter","cm",2,1910
"rescor__t4ac22__t4pj23064",0.156679015748612,-0.2028679957812,0.495653501264391,0.95,"median","qi","4ac22","ac","4pj23064","pj","ac-pj","inter","cm",2,1910
"rescor__t4ac22__t4pj23101",-0.188713065293096,-0.516425333051731,0.156791770305753,0.95,"median","qi","4ac22","ac","4pj23101","pj","ac-pj","inter","cm",2,1910
"rescor__t4ac22__t4pl21",-0.160901629078839,-0.492987809760612,0.195657522839701,0.95,"median","qi","4ac22","ac","4pl21","pl","ac-pl","inter","cm",2,1910
"rescor__t4ac22__t4pp21",0.0217248955413228,-0.328265677995507,0.387303986322602,0.95,"median","qi","4ac22","ac","4pp21","pp","ac-pp","inter","cm",2,1910
"rescor__t4pj22__t4pj23064",0.399564783499406,0.0142224366614687,0.680142497284967,0.95,"median","qi","4pj22","pj","4pj23064","pj","pj-pj","intra","cm",2,1910
"rescor__t4pj22__t4pj23101",0.221138641460908,-0.156906000184269,0.537508867288278,0.95,"median","qi","4pj22","pj","4pj23101","pj","pj-pj","intra","cm",2,1910
"rescor__t4pj22__t4pl21",0.234757529963017,-0.137677950834865,0.551757109289346,0.95,"median","qi","4pj22","pj","4pl21","pl","pj-pl","inter","cm",2,1910
"rescor__t4pj22__t4pp21",0.0322188828439978,-0.348798304157509,0.380288543549068,0.95,"median","qi","4pj22","pj","4pp21","pp","pj-pp","inter","cm",2,1910
"rescor__t4pj23064__t4pj23101",0.478662072609461,0.122926992837605,0.728745818708576,0.95,"median","qi","4pj23064","pj","4pj23101","pj","pj-pj","intra","cm",2,1910
"rescor__t4pj23064__t4pl21",-0.00789537230315878,-0.356331189022573,0.342767933406646,0.95,"median","qi","4pj23064","pj","4pl21","pl","pj-pl","inter","cm",2,1910
"rescor__t4pj23064__t4pp21",0.0477898521194232,-0.336234527745971,0.394886074639043,0.95,"median","qi","4pj23064","pj","4pp21","pp","pj-pp","inter","cm",2,1910
"rescor__t4pj23101__t4pl21",0.35098164101683,-0.0290981776364413,0.633472494940116,0.95,"median","qi","4pj23101","pj","4pl21","pl","pj-pl","inter","cm",2,1910
"rescor__t4pj23101__t4pp21",0.41384130273376,0.0356356178887351,0.678149521490999,0.95,"median","qi","4pj23101","pj","4pp21","pp","pj-pp","inter","cm",2,1910
"rescor__t4pl21__t4pp21",0.619204359325101,0.267203544010759,0.82304259719707,0.95,"median","qi","4pl21","pl","4pp21","pp","pl-pp","inter","cm",2,1910
"rescor__t4ac21__t4ac21924",0.423664887200331,0.0718332734956994,0.681554970194202,0.95,"median","qi","4ac21","ac","4ac21924","ac","ac-ac","intra","cm",2,1920
"rescor__t4ac21__t4ac22",0.565075043767266,0.214913540136455,0.777868211694444,0.95,"median","qi","4ac21","ac","4ac22","ac","ac-ac","intra","cm",2,1920
"rescor__t4ac21__t4pj22",0.0809997545849789,-0.276638684445229,0.415242357074227,0.95,"median","qi","4ac21","ac","4pj22","pj","ac-pj","inter","cm",2,1920
"rescor__t4ac21__t4pj23064",0.233991858260606,-0.128461696678544,0.545170117739934,0.95,"median","qi","4ac21","ac","4pj23064","pj","ac-pj","inter","cm",2,1920
"rescor__t4ac21__t4pj23101",-0.281187389247433,-0.586028778659394,0.092136153147364,0.95,"median","qi","4ac21","ac","4pj23101","pj","ac-pj","inter","cm",2,1920
"rescor__t4ac21__t4pl21",0.0218271498876689,-0.370237420127042,0.39127246235743,0.95,"median","qi","4ac21","ac","4pl21","pl","ac-pl","inter","cm",2,1920
"rescor__t4ac21__t4pp21",-0.0826096298053663,-0.433320642403979,0.306180021188834,0.95,"median","qi","4ac21","ac","4pp21","pp","ac-pp","inter","cm",2,1920
"rescor__t4ac21924__t4pj22",0.424630918695092,0.0505683462669656,0.691941371753256,0.95,"median","qi","4ac21924","ac","4pj22","pj","ac-pj","inter","cm",2,1920
"rescor__t4ac21924__t4pj23064",0.251731353465221,-0.125527216231899,0.5530691579264,0.95,"median","qi","4ac21924","ac","4pj23064","pj","ac-pj","inter","cm",2,1920
"rescor__t4ac21924__t4pj23101",0.325595959706728,-0.0366129763323512,0.621812117196479,0.95,"median","qi","4ac21924","ac","4pj23101","pj","ac-pj","inter","cm",2,1920
"rescor__t4ac21924__t4pl21",-0.0275856080738427,-0.386359496348617,0.336650116254822,0.95,"median","qi","4ac21924","ac","4pl21","pl","ac-pl","inter","cm",2,1920
"rescor__t4ac21924__t4pp21",0.159119463713163,-0.199291701892896,0.490616658497217,0.95,"median","qi","4ac21924","ac","4pp21","pp","ac-pp","inter","cm",2,1920
"rescor__t4ac22__t4ac21924",0.688005273985447,0.405164560889553,0.854203979754279,0.95,"median","qi","4ac22","ac","4ac21924","ac","ac-ac","intra","cm",2,1920
"rescor__t4ac22__t4pj22",0.461776842093596,0.105115992626772,0.711192515409132,0.95,"median","qi","4ac22","ac","4pj22","pj","ac-pj","inter","cm",2,1920
"rescor__t4ac22__t4pj23064",0.183018746620692,-0.172130487474242,0.5096643032198,0.95,"median","qi","4ac22","ac","4pj23064","pj","ac-pj","inter","cm",2,1920
"rescor__t4ac22__t4pj23101",-0.133905214045244,-0.459401630369112,0.21980682515999,0.95,"median","qi","4ac22","ac","4pj23101","pj","ac-pj","inter","cm",2,1920
"rescor__t4ac22__t4pl21",-0.0545537349692989,-0.410897914170973,0.316212693448208,0.95,"median","qi","4ac22","ac","4pl21","pl","ac-pl","inter","cm",2,1920
"rescor__t4ac22__t4pp21",0.0579563266259187,-0.289962139497087,0.400215394570005,0.95,"median","qi","4ac22","ac","4pp21","pp","ac-pp","inter","cm",2,1920
"rescor__t4pj22__t4pj23064",0.306012306588086,-0.0873346250576554,0.612932606275766,0.95,"median","qi","4pj22","pj","4pj23064","pj","pj-pj","intra","cm",2,1920
"rescor__t4pj22__t4pj23101",0.275306627871073,-0.102206014414282,0.583974052814793,0.95,"median","qi","4pj22","pj","4pj23101","pj","pj-pj","intra","cm",2,1920
"rescor__t4pj22__t4pl21",0.036826298666289,-0.353459697220903,0.404325592701641,0.95,"median","qi","4pj22","pj","4pl21","pl","pj-pl","inter","cm",2,1920
"rescor__t4pj22__t4pp21",-0.0043533084396399,-0.370239488630424,0.366353895476702,0.95,"median","qi","4pj22","pj","4pp21","pp","pj-pp","inter","cm",2,1920
"rescor__t4pj23064__t4pj23101",0.406892734064607,0.0360114197912437,0.684512374049184,0.95,"median","qi","4pj23064","pj","4pj23101","pj","pj-pj","intra","cm",2,1920
"rescor__t4pj23064__t4pl21",0.0360407287477695,-0.348239124405466,0.416944065052852,0.95,"median","qi","4pj23064","pj","4pl21","pl","pj-pl","inter","cm",2,1920
"rescor__t4pj23064__t4pp21",-0.148189007413317,-0.502883769127701,0.234710206484655,0.95,"median","qi","4pj23064","pj","4pp21","pp","pj-pp","inter","cm",2,1920
"rescor__t4pj23101__t4pl21",0.026791323464393,-0.361079569486809,0.391044326179725,0.95,"median","qi","4pj23101","pj","4pl21","pl","pj-pl","inter","cm",2,1920
"rescor__t4pj23101__t4pp21",0.176074746426452,-0.219112078174279,0.526488199123994,0.95,"median","qi","4pj23101","pj","4pp21","pp","pj-pp","inter","cm",2,1920
"rescor__t4pl21__t4pp21",-0.0787219757378066,-0.444573136728986,0.322787904362775,0.95,"median","qi","4pl21","pl","4pp21","pp","pl-pp","inter","cm",2,1920
"rescor__t4ac21__t4ac21924",0.355611838408293,-0.0282754283851222,0.639441376234952,0.95,"median","qi","4ac21","ac","4ac21924","ac","ac-ac","intra","cm",2,1930
"rescor__t4ac21__t4ac22",0.608484478437194,0.278777808168982,0.808130759771368,0.95,"median","qi","4ac21","ac","4ac22","ac","ac-ac","intra","cm",2,1930
"rescor__t4ac21__t4ac23",0.312263951929667,-0.0727096785966174,0.606976547508215,0.95,"median","qi","4ac21","ac","4ac23","ac","ac-ac","intra","cm",2,1930
"rescor__t4ac21__t4pj22",0.220652538720494,-0.153278105403205,0.539185477716492,0.95,"median","qi","4ac21","ac","4pj22","pj","ac-pj","inter","cm",2,1930
"rescor__t4ac21__t4pj23064",0.0528915809585487,-0.313735312788258,0.419726229693397,0.95,"median","qi","4ac21","ac","4pj23064","pj","ac-pj","inter","cm",2,1930
"rescor__t4ac21__t4pj23101",0.0330630544824938,-0.320874398829481,0.387904007780312,0.95,"median","qi","4ac21","ac","4pj23101","pj","ac-pj","inter","cm",2,1930
"rescor__t4ac21__t4pl21",-0.0168323304133108,-0.373462095653874,0.322224048606554,0.95,"median","qi","4ac21","ac","4pl21","pl","ac-pl","inter","cm",2,1930
"rescor__t4ac21__t4pp21",-0.0724139970743939,-0.42352461905621,0.293437406414237,0.95,"median","qi","4ac21","ac","4pp21","pp","ac-pp","inter","cm",2,1930
"rescor__t4ac21924__t4pj22",0.279002776882818,-0.100170114016455,0.586459413088867,0.95,"median","qi","4ac21924","ac","4pj22","pj","ac-pj","inter","cm",2,1930
"rescor__t4ac21924__t4pj23064",0.166617376814895,-0.215610979642227,0.496375638236817,0.95,"median","qi","4ac21924","ac","4pj23064","pj","ac-pj","inter","cm",2,1930
"rescor__t4ac21924__t4pj23101",0.10157640322896,-0.232524686876739,0.433623898592294,0.95,"median","qi","4ac21924","ac","4pj23101","pj","ac-pj","inter","cm",2,1930
"rescor__t4ac21924__t4pl21",0.0498440450027663,-0.31222079951834,0.379077094499999,0.95,"median","qi","4ac21924","ac","4pl21","pl","ac-pl","inter","cm",2,1930
"rescor__t4ac21924__t4pp21",0.0813531730579919,-0.268403458017016,0.423605060946488,0.95,"median","qi","4ac21924","ac","4pp21","pp","ac-pp","inter","cm",2,1930
"rescor__t4ac22__t4ac21924",0.626713742694528,0.329108772912506,0.812108763532648,0.95,"median","qi","4ac22","ac","4ac21924","ac","ac-ac","intra","cm",2,1930
"rescor__t4ac22__t4ac23",0.312574724084906,-0.0470067495999439,0.594363073903767,0.95,"median","qi","4ac22","ac","4ac23","ac","ac-ac","intra","cm",2,1930
"rescor__t4ac22__t4pj22",0.393779294716727,0.0370653892313671,0.646586308512827,0.95,"median","qi","4ac22","ac","4pj22","pj","ac-pj","inter","cm",2,1930
"rescor__t4ac22__t4pj23064",0.0909800005344298,-0.258823267446445,0.410917426931561,0.95,"median","qi","4ac22","ac","4pj23064","pj","ac-pj","inter","cm",2,1930
"rescor__t4ac22__t4pj23101",-0.0360669992943289,-0.376458941496765,0.300404192861327,0.95,"median","qi","4ac22","ac","4pj23101","pj","ac-pj","inter","cm",2,1930
"rescor__t4ac22__t4pl21",0.0866576700027042,-0.26498033723985,0.432127514070724,0.95,"median","qi","4ac22","ac","4pl21","pl","ac-pl","inter","cm",2,1930
"rescor__t4ac22__t4pp21",0.250286788601273,-0.098201434600146,0.553772450870318,0.95,"median","qi","4ac22","ac","4pp21","pp","ac-pp","inter","cm",2,1930
"rescor__t4ac23__t4ac21924",0.471267276196118,0.120682102595152,0.714888268208662,0.95,"median","qi","4ac23","ac","4ac21924","ac","ac-ac","intra","cm",2,1930
"rescor__t4ac23__t4pj22",-0.127031935910249,-0.446774391215868,0.222419917727147,0.95,"median","qi","4ac23","ac","4pj22","pj","ac-pj","inter","cm",2,1930
"rescor__t4ac23__t4pj23064",-0.0505517076909441,-0.398309986841815,0.314983151501441,0.95,"median","qi","4ac23","ac","4pj23064","pj","ac-pj","inter","cm",2,1930
"rescor__t4ac23__t4pj23101",-0.202619957680875,-0.515169973786782,0.161924519097291,0.95,"median","qi","4ac23","ac","4pj23101","pj","ac-pj","inter","cm",2,1930
"rescor__t4ac23__t4pl21",0.186381813146309,-0.170011371241256,0.522878239854085,0.95,"median","qi","4ac23","ac","4pl21","pl","ac-pl","inter","cm",2,1930
"rescor__t4ac23__t4pp21",-0.19411764094499,-0.530544108584098,0.186173783447699,0.95,"median","qi","4ac23","ac","4pp21","pp","ac-pp","inter","cm",2,1930
