".variable",".value",".lower",".upper",".width",".point",".interval","tree1","spp1","tree2","spp2","pair","comp","Site","Neighborhood","time"
"rescor__t11ac13__t11ac14",0.158604561186231,-0.217670687046747,0.494018716041266,0.95,"median","qi","11ac13","ac","11ac14","ac","ac-ac","intra","bm",1,1950
"rescor__t11ac13__t11pj11",-0.191254198677678,-0.508498700767485,0.174090778825644,0.95,"median","qi","11ac13","ac","11pj11","pj","ac-pj","inter","bm",1,1950
"rescor__t11ac13__t11pj12",0.00143051754267467,-0.34379522616006,0.340083797722611,0.95,"median","qi","11ac13","ac","11pj12","pj","ac-pj","inter","bm",1,1950
"rescor__t11ac13__t11pj13",0.165508369270167,-0.170571306506916,0.469176859845079,0.95,"median","qi","11ac13","ac","11pj13","pj","ac-pj","inter","bm",1,1950
"rescor__t11ac13__t11pj14",0.157872188092483,-0.221760744538972,0.481678337067659,0.95,"median","qi","11ac13","ac","11pj14","pj","ac-pj","inter","bm",1,1950
"rescor__t11ac13__t11pl11",0.302926133644974,-0.0649852805160829,0.607777131511593,0.95,"median","qi","11ac13","ac","11pl11","pl","ac-pl","inter","bm",1,1950
"rescor__t11ac13__t11pl12",-0.0845697338352393,-0.414314106723094,0.26676193496849,0.95,"median","qi","11ac13","ac","11pl12","pl","ac-pl","inter","bm",1,1950
"rescor__t11ac13__t11pl124",0.3966724281375,0.0390706806591538,0.657664872616588,0.95,"median","qi","11ac13","ac","11pl124","pl","ac-pl","inter","bm",1,1950
"rescor__t11ac13__t11pl14",0.304549260094133,-0.0715606150790979,0.606498835674159,0.95,"median","qi","11ac13","ac","11pl14","pl","ac-pl","inter","bm",1,1950
"rescor__t11ac14__t11pj11",0.299897651420618,-0.0661298762289367,0.593541445175612,0.95,"median","qi","11ac14","ac","11pj11","pj","ac-pj","inter","bm",1,1950
"rescor__t11ac14__t11pj12",0.0618181865880746,-0.296521464041982,0.405056335931982,0.95,"median","qi","11ac14","ac","11pj12","pj","ac-pj","inter","bm",1,1950
"rescor__t11ac14__t11pj13",0.0176340651289669,-0.324101243875507,0.359516301178976,0.95,"median","qi","11ac14","ac","11pj13","pj","ac-pj","inter","bm",1,1950
"rescor__t11ac14__t11pj14",0.133723242082752,-0.226047846503631,0.456893100331053,0.95,"median","qi","11ac14","ac","11pj14","pj","ac-pj","inter","bm",1,1950
"rescor__t11ac14__t11pl11",-0.0135342755242227,-0.357766995782265,0.329324066818515,0.95,"median","qi","11ac14","ac","11pl11","pl","ac-pl","inter","bm",1,1950
"rescor__t11ac14__t11pl12",0.289627355060475,-0.0756284111047315,0.585810682687953,0.95,"median","qi","11ac14","ac","11pl12","pl","ac-pl","inter","bm",1,1950
"rescor__t11ac14__t11pl124",0.045127473082132,-0.308498121613952,0.3829002303572,0.95,"median","qi","11ac14","ac","11pl124","pl","ac-pl","inter","bm",1,1950
"rescor__t11ac14__t11pl14",-0.321659237964345,-0.615214658498341,0.0486271655848033,0.95,"median","qi","11ac14","ac","11pl14","pl","ac-pl","inter","bm",1,1950
"rescor__t11pj11__t11pj12",0.25902264945995,-0.122496750266514,0.571796310719523,0.95,"median","qi","11pj11","pj","11pj12","pj","pj-pj","intra","bm",1,1950
"rescor__t11pj11__t11pj13",0.0135194643578655,-0.336076455778953,0.334633419287434,0.95,"median","qi","11pj11","pj","11pj13","pj","pj-pj","intra","bm",1,1950
"rescor__t11pj11__t11pj14",0.166256625128442,-0.191824073208223,0.50877301572164,0.95,"median","qi","11pj11","pj","11pj14","pj","pj-pj","intra","bm",1,1950
"rescor__t11pj11__t11pl11",0.0858654160713585,-0.260710924659399,0.445702054000263,0.95,"median","qi","11pj11","pj","11pl11","pl","pj-pl","inter","bm",1,1950
"rescor__t11pj11__t11pl12",0.247550664086843,-0.128736310754473,0.557652605983579,0.95,"median","qi","11pj11","pj","11pl12","pl","pj-pl","inter","bm",1,1950
"rescor__t11pj11__t11pl124",-0.275610831171986,-0.568401685436924,0.0779086793822729,0.95,"median","qi","11pj11","pj","11pl124","pl","pj-pl","inter","bm",1,1950
"rescor__t11pj11__t11pl14",-0.144628561969782,-0.461224297387907,0.220578425393018,0.95,"median","qi","11pj11","pj","11pl14","pl","pj-pl","inter","bm",1,1950
"rescor__t11pj12__t11pj13",0.489850572336167,0.154658762400227,0.736561600201077,0.95,"median","qi","11pj12","pj","11pj13","pj","pj-pj","intra","bm",1,1950
"rescor__t11pj12__t11pj14",0.0770482202359056,-0.295434844342688,0.410503486277108,0.95,"median","qi","11pj12","pj","11pj14","pj","pj-pj","intra","bm",1,1950
"rescor__t11pj12__t11pl11",0.110888763216754,-0.246925259873363,0.448306832301411,0.95,"median","qi","11pj12","pj","11pl11","pl","pj-pl","inter","bm",1,1950
"rescor__t11pj12__t11pl12",0.231911764593075,-0.150352418956122,0.536352159030966,0.95,"median","qi","11pj12","pj","11pl12","pl","pj-pl","inter","bm",1,1950
"rescor__t11pj12__t11pl124",-0.292452288068242,-0.580337089692746,0.0491690402816273,0.95,"median","qi","11pj12","pj","11pl124","pl","pj-pl","inter","bm",1,1950
"rescor__t11pj12__t11pl14",0.025761571997226,-0.323055239719578,0.368959810054092,0.95,"median","qi","11pj12","pj","11pl14","pl","pj-pl","inter","bm",1,1950
"rescor__t11pj13__t11pj14",0.306646746402234,-0.0334654901910124,0.593425441242553,0.95,"median","qi","11pj13","pj","11pj14","pj","pj-pj","intra","bm",1,1950
"rescor__t11pj13__t11pl11",0.0839060789055711,-0.264589922655579,0.416881351897333,0.95,"median","qi","11pj13","pj","11pl11","pl","pj-pl","inter","bm",1,1950
"rescor__t11pj13__t11pl12",0.331615314438478,-0.0517722176752449,0.615654789701925,0.95,"median","qi","11pj13","pj","11pl12","pl","pj-pl","inter","bm",1,1950
"rescor__t11pj13__t11pl124",-0.121898675128186,-0.446521873554958,0.20676707692455,0.95,"median","qi","11pj13","pj","11pl124","pl","pj-pl","inter","bm",1,1950
"rescor__t11pj13__t11pl14",0.120991835866247,-0.242966962700795,0.451364798980183,0.95,"median","qi","11pj13","pj","11pl14","pl","pj-pl","inter","bm",1,1950
"rescor__t11pj14__t11pl11",0.212225265690445,-0.161886426033908,0.535630112166516,0.95,"median","qi","11pj14","pj","11pl11","pl","pj-pl","inter","bm",1,1950
"rescor__t11pj14__t11pl12",-0.105904001450364,-0.44162180580097,0.251007445099144,0.95,"median","qi","11pj14","pj","11pl12","pl","pj-pl","inter","bm",1,1950
"rescor__t11pj14__t11pl124",0.207899379431299,-0.131947033129667,0.507096605240143,0.95,"median","qi","11pj14","pj","11pl124","pl","pj-pl","inter","bm",1,1950
"rescor__t11pj14__t11pl14",0.125486979162615,-0.26011073547535,0.458913827315221,0.95,"median","qi","11pj14","pj","11pl14","pl","pj-pl","inter","bm",1,1950
"rescor__t11pl11__t11pl12",0.0593516731625403,-0.31036436667293,0.39746410154186,0.95,"median","qi","11pl11","pl","11pl12","pl","pl-pl","intra","bm",1,1950
"rescor__t11pl11__t11pl124",0.473626680169746,0.126879233390328,0.723122019016794,0.95,"median","qi","11pl11","pl","11pl124","pl","pl-pl","intra","bm",1,1950
"rescor__t11pl11__t11pl14",0.151029500294899,-0.215801454735313,0.489424340212134,0.95,"median","qi","11pl11","pl","11pl14","pl","pl-pl","intra","bm",1,1950
"rescor__t11pl12__t11pl124",-0.214937393937662,-0.520187047291925,0.141613113566029,0.95,"median","qi","11pl12","pl","11pl124","pl","pl-pl","intra","bm",1,1950
"rescor__t11pl12__t11pl14",0.0196664196240143,-0.328031915431797,0.374879720560091,0.95,"median","qi","11pl12","pl","11pl14","pl","pl-pl","intra","bm",1,1950
"rescor__t11pl14__t11pl124",0.13159902039212,-0.220735448847948,0.466591589354249,0.95,"median","qi","11pl14","pl","11pl124","pl","pl-pl","intra","bm",1,1950
"rescor__t11ac12__t11ac13",0.375004366582032,0.0167132802956774,0.651544962298939,0.95,"median","qi","11ac12","ac","11ac13","ac","ac-ac","intra","bm",1,1960
"rescor__t11ac12__t11ac14",0.126213390206132,-0.212387917502104,0.455116176158141,0.95,"median","qi","11ac12","ac","11ac14","ac","ac-ac","intra","bm",1,1960
"rescor__t11ac12__t11pj11",-0.0877047732302125,-0.427551684787154,0.23734342110886,0.95,"median","qi","11ac12","ac","11pj11","pj","ac-pj","inter","bm",1,1960
"rescor__t11ac12__t11pj12",0.139221106061998,-0.213612272126956,0.457785998454923,0.95,"median","qi","11ac12","ac","11pj12","pj","ac-pj","inter","bm",1,1960
"rescor__t11ac12__t11pj13",0.283507353160112,-0.0807668405689661,0.580721849855751,0.95,"median","qi","11ac12","ac","11pj13","pj","ac-pj","inter","bm",1,1960
"rescor__t11ac12__t11pj14",0.206374424112545,-0.13268184761078,0.514126984242011,0.95,"median","qi","11ac12","ac","11pj14","pj","ac-pj","inter","bm",1,1960
"rescor__t11ac12__t11pl11",0.123928159222094,-0.217291974249166,0.449456138674644,0.95,"median","qi","11ac12","ac","11pl11","pl","ac-pl","inter","bm",1,1960
"rescor__t11ac12__t11pl12",0.402599330468502,0.034374062007506,0.66581472853432,0.95,"median","qi","11ac12","ac","11pl12","pl","ac-pl","inter","bm",1,1960
"rescor__t11ac12__t11pl124",-0.0548232892503264,-0.38883330725142,0.302455046137438,0.95,"median","qi","11ac12","ac","11pl124","pl","ac-pl","inter","bm",1,1960
"rescor__t11ac12__t11pl14",0.10220150038153,-0.26614035946961,0.436854339079205,0.95,"median","qi","11ac12","ac","11pl14","pl","ac-pl","inter","bm",1,1960
"rescor__t11ac13__t11ac14",0.324088152387862,-0.0420245190158062,0.608784930892372,0.95,"median","qi","11ac13","ac","11ac14","ac","ac-ac","intra","bm",1,1960
"rescor__t11ac13__t11pj11",0.148046255683914,-0.220229401988663,0.47078541747472,0.95,"median","qi","11ac13","ac","11pj11","pj","ac-pj","inter","bm",1,1960
"rescor__t11ac13__t11pj12",-0.0320775728343719,-0.37641532988441,0.318174890263893,0.95,"median","qi","11ac13","ac","11pj12","pj","ac-pj","inter","bm",1,1960
"rescor__t11ac13__t11pj13",-0.0644245554763145,-0.397322103083238,0.282742526776733,0.95,"median","qi","11ac13","ac","11pj13","pj","ac-pj","inter","bm",1,1960
"rescor__t11ac13__t11pj14",0.0426501575607175,-0.286798307067145,0.375498465626646,0.95,"median","qi","11ac13","ac","11pj14","pj","ac-pj","inter","bm",1,1960
"rescor__t11ac13__t11pl11",0.164004054162546,-0.201938947041434,0.488002733764269,0.95,"median","qi","11ac13","ac","11pl11","pl","ac-pl","inter","bm",1,1960
"rescor__t11ac13__t11pl12",0.235812935866866,-0.140728633863063,0.533511615978166,0.95,"median","qi","11ac13","ac","11pl12","pl","ac-pl","inter","bm",1,1960
"rescor__t11ac13__t11pl124",0.190818927574758,-0.169259583608086,0.51369795263162,0.95,"median","qi","11ac13","ac","11pl124","pl","ac-pl","inter","bm",1,1960
"rescor__t11ac13__t11pl14",0.0756307222487906,-0.282878728069723,0.424681835346511,0.95,"median","qi","11ac13","ac","11pl14","pl","ac-pl","inter","bm",1,1960
"rescor__t11ac14__t11pj11",0.352209453477154,0.00336064733973111,0.628930811308123,0.95,"median","qi","11ac14","ac","11pj11","pj","ac-pj","inter","bm",1,1960
"rescor__t11ac14__t11pj12",0.147099909235313,-0.213563813238837,0.457059523888637,0.95,"median","qi","11ac14","ac","11pj12","pj","ac-pj","inter","bm",1,1960
"rescor__t11ac14__t11pj13",-0.043773691800757,-0.358957101119926,0.299543896843499,0.95,"median","qi","11ac14","ac","11pj13","pj","ac-pj","inter","bm",1,1960
"rescor__t11ac14__t11pj14",0.183302268110956,-0.17434117357135,0.485863876803348,0.95,"median","qi","11ac14","ac","11pj14","pj","ac-pj","inter","bm",1,1960
"rescor__t11ac14__t11pl11",0.34219466456499,-0.00502662108233679,0.61734705634224,0.95,"median","qi","11ac14","ac","11pl11","pl","ac-pl","inter","bm",1,1960
"rescor__t11ac14__t11pl12",0.269879234914249,-0.102387007871475,0.572831957624458,0.95,"median","qi","11ac14","ac","11pl12","pl","ac-pl","inter","bm",1,1960
"rescor__t11ac14__t11pl124",0.360609408805849,-0.000147242082529563,0.644543235579929,0.95,"median","qi","11ac14","ac","11pl124","pl","ac-pl","inter","bm",1,1960
"rescor__t11ac14__t11pl14",-0.00476697563721228,-0.348993250728338,0.358391332478971,0.95,"median","qi","11ac14","ac","11pl14","pl","ac-pl","inter","bm",1,1960
"rescor__t11pj11__t11pj12",0.312256644952766,-0.0408990552407727,0.595890297263037,0.95,"median","qi","11pj11","pj","11pj12","pj","pj-pj","intra","bm",1,1960
"rescor__t11pj11__t11pj13",0.0777360640895152,-0.273269452007515,0.405468470300865,0.95,"median","qi","11pj11","pj","11pj13","pj","pj-pj","intra","bm",1,1960
"rescor__t11pj11__t11pj14",0.412262297136694,0.0649202453443085,0.67125458968617,0.95,"median","qi","11pj11","pj","11pj14","pj","pj-pj","intra","bm",1,1960
"rescor__t11pj11__t11pl11",-0.279016658969735,-0.574761514560681,0.0675275513817856,0.95,"median","qi","11pj11","pj","11pl11","pl","pj-pl","inter","bm",1,1960
"rescor__t11pj11__t11pl12",-0.124162204627584,-0.428739357609009,0.222692817835826,0.95,"median","qi","11pj11","pj","11pl12","pl","pj-pl","inter","bm",1,1960
"rescor__t11pj11__t11pl124",-0.048459283280475,-0.388916611187536,0.310721327869464,0.95,"median","qi","11pj11","pj","11pl124","pl","pj-pl","inter","bm",1,1960
"rescor__t11pj11__t11pl14",0.176034494498081,-0.201468145846813,0.495983025430111,0.95,"median","qi","11pj11","pj","11pl14","pl","pj-pl","inter","bm",1,1960
"rescor__t11pj12__t11pj13",0.578909388022838,0.255303865073233,0.789730794657882,0.95,"median","qi","11pj12","pj","11pj13","pj","pj-pj","intra","bm",1,1960
"rescor__t11pj12__t11pj14",0.286748166210402,-0.0726861743806629,0.583222778938377,0.95,"median","qi","11pj12","pj","11pj14","pj","pj-pj","intra","bm",1,1960
"rescor__t11pj12__t11pl11",0.017359962943702,-0.316721497369615,0.354364003579432,0.95,"median","qi","11pj12","pj","11pl11","pl","pj-pl","inter","bm",1,1960
"rescor__t11pj12__t11pl12",0.0125750112747637,-0.332110136097089,0.343300607788098,0.95,"median","qi","11pj12","pj","11pl12","pl","pj-pl","inter","bm",1,1960
"rescor__t11pj12__t11pl124",0.121573764326194,-0.222756841399194,0.440856036781291,0.95,"median","qi","11pj12","pj","11pl124","pl","pj-pl","inter","bm",1,1960
"rescor__t11pj12__t11pl14",0.260318117423189,-0.0945794578345465,0.57093599639848,0.95,"median","qi","11pj12","pj","11pl14","pl","pj-pl","inter","bm",1,1960
"rescor__t11pj13__t11pj14",0.391496039764897,0.0488903108528734,0.652522735633044,0.95,"median","qi","11pj13","pj","11pj14","pj","pj-pj","intra","bm",1,1960
"rescor__t11pj13__t11pl11",-0.196149854745364,-0.500688392133724,0.156781836388869,0.95,"median","qi","11pj13","pj","11pl11","pl","pj-pl","inter","bm",1,1960
"rescor__t11pj13__t11pl12",-0.0649549294093538,-0.396867676990463,0.269930802954522,0.95,"median","qi","11pj13","pj","11pl12","pl","pj-pl","inter","bm",1,1960
"rescor__t11pj13__t11pl124",-0.133199486153735,-0.460379616728987,0.226843829566995,0.95,"median","qi","11pj13","pj","11pl124","pl","pj-pl","inter","bm",1,1960
"rescor__t11pj13__t11pl14",0.253826755835688,-0.116827185352502,0.555425263394574,0.95,"median","qi","11pj13","pj","11pl14","pl","pj-pl","inter","bm",1,1960
"rescor__t11pj14__t11pl11",-0.256117850439365,-0.551064282646517,0.0949367290042787,0.95,"median","qi","11pj14","pj","11pl11","pl","pj-pl","inter","bm",1,1960
"rescor__t11pj14__t11pl12",-0.271919253644518,-0.566631095667601,0.0761531056025015,0.95,"median","qi","11pj14","pj","11pl12","pl","pj-pl","inter","bm",1,1960
"rescor__t11pj14__t11pl124",-0.126728377855429,-0.453453689237673,0.214250985013186,0.95,"median","qi","11pj14","pj","11pl124","pl","pj-pl","inter","bm",1,1960
"rescor__t11pj14__t11pl14",0.284274723097335,-0.0708935026386966,0.571217054794386,0.95,"median","qi","11pj14","pj","11pl14","pl","pj-pl","inter","bm",1,1960
"rescor__t11pl11__t11pl12",0.342003200027728,-0.0207540462957586,0.624811842400821,0.95,"median","qi","11pl11","pl","11pl12","pl","pl-pl","intra","bm",1,1960
"rescor__t11pl11__t11pl124",0.353775790218394,-0.0163324350940471,0.636462704055037,0.95,"median","qi","11pl11","pl","11pl124","pl","pl-pl","intra","bm",1,1960
"rescor__t11pl11__t11pl14",-0.0362902294743349,-0.385052272636795,0.317572612993055,0.95,"median","qi","11pl11","pl","11pl14","pl","pl-pl","intra","bm",1,1960
"rescor__t11pl12__t11pl124",0.0894052495419859,-0.280737879900167,0.431611559763627,0.95,"median","qi","11pl12","pl","11pl124","pl","pl-pl","intra","bm",1,1960
"rescor__t11pl12__t11pl14",0.119510896160694,-0.252596998678618,0.460966207517167,0.95,"median","qi","11pl12","pl","11pl14","pl","pl-pl","intra","bm",1,1960
"rescor__t11pl14__t11pl124",-0.00248112818981167,-0.371254356677654,0.356281910684953,0.95,"median","qi","11pl14","pl","11pl124","pl","pl-pl","intra","bm",1,1960
"rescor__t11ac11__t11ac12",0.294098653012122,-0.0682991692493563,0.577727807257585,0.95,"median","qi","11ac11","ac","11ac12","ac","ac-ac","intra","bm",1,1970
"rescor__t11ac11__t11ac13",0.201830870966879,-0.150280304261758,0.503771786613928,0.95,"median","qi","11ac11","ac","11ac13","ac","ac-ac","intra","bm",1,1970
"rescor__t11ac11__t11ac14",-0.092870516089634,-0.414736847428702,0.24655334508941,0.95,"median","qi","11ac11","ac","11ac14","ac","ac-ac","intra","bm",1,1970
"rescor__t11ac11__t11pj11",0.238303544084908,-0.125934982206561,0.543132363155602,0.95,"median","qi","11ac11","ac","11pj11","pj","ac-pj","inter","bm",1,1970
"rescor__t11ac11__t11pj12",0.103602862539211,-0.240428139032124,0.427815043279393,0.95,"median","qi","11ac11","ac","11pj12","pj","ac-pj","inter","bm",1,1970
"rescor__t11ac11__t11pj13",0.203343938961484,-0.157324426073816,0.508254824632655,0.95,"median","qi","11ac11","ac","11pj13","pj","ac-pj","inter","bm",1,1970
"rescor__t11ac11__t11pj14",0.22704626142229,-0.1483505103137,0.529555092066746,0.95,"median","qi","11ac11","ac","11pj14","pj","ac-pj","inter","bm",1,1970
"rescor__t11ac11__t11pl11",0.199189992991153,-0.138106818350417,0.524257714032292,0.95,"median","qi","11ac11","ac","11pl11","pl","ac-pl","inter","bm",1,1970
"rescor__t11ac11__t11pl12",-0.215268324426801,-0.529998706622189,0.137968485480726,0.95,"median","qi","11ac11","ac","11pl12","pl","ac-pl","inter","bm",1,1970
"rescor__t11ac11__t11pl124",-0.0700688878303019,-0.415377514574778,0.274086507098321,0.95,"median","qi","11ac11","ac","11pl124","pl","ac-pl","inter","bm",1,1970
"rescor__t11ac11__t11pl14",0.339382159786104,0.00360480612929947,0.615271445925592,0.95,"median","qi","11ac11","ac","11pl14","pl","ac-pl","inter","bm",1,1970
"rescor__t11ac12__t11ac13",0.408158008485119,0.0565331373067596,0.671921827877535,0.95,"median","qi","11ac12","ac","11ac13","ac","ac-ac","intra","bm",1,1970
"rescor__t11ac12__t11ac14",0.0965874111052458,-0.244873660818807,0.419826311852551,0.95,"median","qi","11ac12","ac","11ac14","ac","ac-ac","intra","bm",1,1970
"rescor__t11ac12__t11pj11",0.0395707329030675,-0.312930489272812,0.368051943203772,0.95,"median","qi","11ac12","ac","11pj11","pj","ac-pj","inter","bm",1,1970
"rescor__t11ac12__t11pj12",0.119091523435661,-0.220020102469607,0.442859067724312,0.95,"median","qi","11ac12","ac","11pj12","pj","ac-pj","inter","bm",1,1970
"rescor__t11ac12__t11pj13",0.0111503525415841,-0.3210027414041,0.338638916206416,0.95,"median","qi","11ac12","ac","11pj13","pj","ac-pj","inter","bm",1,1970
"rescor__t11ac12__t11pj14",0.226489775202316,-0.132293553098741,0.535145981058159,0.95,"median","qi","11ac12","ac","11pj14","pj","ac-pj","inter","bm",1,1970
"rescor__t11ac12__t11pl11",0.211066557807769,-0.14188900668207,0.523623074852753,0.95,"median","qi","11ac12","ac","11pl11","pl","ac-pl","inter","bm",1,1970
"rescor__t11ac12__t11pl12",0.0330585276285598,-0.297269302525864,0.381962830205124,0.95,"median","qi","11ac12","ac","11pl12","pl","ac-pl","inter","bm",1,1970
"rescor__t11ac12__t11pl124",0.408233381786427,0.0526918808972437,0.669297189289236,0.95,"median","qi","11ac12","ac","11pl124","pl","ac-pl","inter","bm",1,1970
"rescor__t11ac12__t11pl14",0.274467221301695,-0.115797199681012,0.574817945839942,0.95,"median","qi","11ac12","ac","11pl14","pl","ac-pl","inter","bm",1,1970
"rescor__t11ac13__t11ac14",0.163513238614216,-0.191880299233441,0.479049544658632,0.95,"median","qi","11ac13","ac","11ac14","ac","ac-ac","intra","bm",1,1970
"rescor__t11ac13__t11pj11",0.19688730681988,-0.17930997130208,0.507520786556275,0.95,"median","qi","11ac13","ac","11pj11","pj","ac-pj","inter","bm",1,1970
