"tree1","tree2","pearson_r","Site.x","Species.x","Region","hilo","Neighborhood.x","DBH","con_freq","con_freqBA","Site.y","Neighborhood.y","Species.y","dist"
"12pp1_10","12pj1_1",0.555161075988092,"sp","PP","San Jac","low",1,87.8,0.416666666666667,0.97387996732088,"sp",1,"PJ",30.2858006279721
"12pl1_1","12pj1_2",0.250132484973119,"sp","PL","San Jac","low",1,8.7,0.238095238095238,0.0549292490796136,"sp",1,"PJ",20.0649222295127
"12pl1_2","12pj1_2",0.723904720635816,"sp","PL","San Jac","low",1,8.3,0.227272727272727,0.0505524337940372,"sp",1,"PJ",19.8735403846627
"12pl1_3","12pj1_2",0.567400182558837,"sp","PL","San Jac","low",1,31.5,0.227272727272727,0.0505524337940372,"sp",1,"PJ",19.0164173801103
"12pl1_4","12pj1_2",0.616102981990433,"sp","PL","San Jac","low",1,7.8,0.363636363636364,0.0100494688898317,"sp",1,"PJ",21.2231647821407
"12pp1_1","12pj1_2",0.177752920442854,"sp","PP","San Jac","low",1,108.6,0.136363636363636,0.680887351773968,"sp",1,"PJ",23.087819075208
"12pp1_2","12pj1_2",0.714572220420015,"sp","PP","San Jac","low",1,50.5,0.333333333333333,0.627950455431155,"sp",1,"PJ",7.69673247109094
"12pp1_3","12pj1_2",0.701383205731251,"sp","PP","San Jac","low",1,70.6,0.555555555555556,0.461042634445738,"sp",1,"PJ",24.8807405298045
"12pp1_10","12pj1_2",0.557159893842038,"sp","PP","San Jac","low",1,87.8,0.416666666666667,0.97387996732088,"sp",1,"PJ",22.2289340332338
"12pl1_2","12pl1_1",0.438855793022938,"sp","PL","San Jac","low",1,8.3,0.227272727272727,0.0505524337940372,"sp",1,"PL",0.691639341819102
"12pl1_3","12pl1_1",0.222022290913048,"sp","PL","San Jac","low",1,31.5,0.227272727272727,0.0505524337940372,"sp",1,"PL",1.46749537591496
"12pl1_4","12pl1_1",0.308718433637446,"sp","PL","San Jac","low",1,7.8,0.363636363636364,0.0100494688898317,"sp",1,"PL",37.7141087171955
"12pp1_1","12pl1_1",0.145897458759658,"sp","PP","San Jac","low",1,108.6,0.136363636363636,0.680887351773968,"sp",1,"PL",4.72728372284329
"12pp1_2","12pl1_1",0.391491902979784,"sp","PP","San Jac","low",1,50.5,0.333333333333333,0.627950455431155,"sp",1,"PL",13.9416688972253
"12pp1_3","12pl1_1",0.247368819238443,"sp","PP","San Jac","low",1,70.6,0.555555555555556,0.461042634445738,"sp",1,"PL",28.191714884246
"12pp1_10","12pl1_1",0.335080401173574,"sp","PP","San Jac","low",1,87.8,0.416666666666667,0.97387996732088,"sp",1,"PL",38.4501827675988
"12pl1_3","12pl1_2",0.544113095055946,"sp","PL","San Jac","low",1,31.5,0.227272727272727,0.0505524337940372,"sp",1,"PL",0.935514974114258
"12pl1_4","12pl1_2",0.685524902290487,"sp","PL","San Jac","low",1,7.8,0.363636363636364,0.0100494688898317,"sp",1,"PL",37.2570714662932
"12pp1_1","12pl1_2",0.127402169939086,"sp","PP","San Jac","low",1,108.6,0.136363636363636,0.680887351773968,"sp",1,"PL",4.33330295731393
"12pp1_2","12pl1_2",0.715298824287975,"sp","PP","San Jac","low",1,50.5,0.333333333333333,0.627950455431155,"sp",1,"PL",13.9468951924022
"12pp1_3","12pl1_2",0.511831388818854,"sp","PP","San Jac","low",1,70.6,0.555555555555556,0.461042634445738,"sp",1,"PL",28.6612519241256
"12pp1_10","12pl1_2",0.352370388748065,"sp","PP","San Jac","low",1,87.8,0.416666666666667,0.97387996732088,"sp",1,"PL",37.9817599328029
"12pl1_4","12pl1_3",0.54157497205492,"sp","PL","San Jac","low",1,7.8,0.363636363636364,0.0100494688898317,"sp",1,"PL",36.3226849297748
"12pp1_1","12pl1_3",0.267589331221283,"sp","PP","San Jac","low",1,108.6,0.136363636363636,0.680887351773968,"sp",1,"PL",4.74634975529747
"12pp1_2","12pl1_3",0.760601316817383,"sp","PP","San Jac","low",1,50.5,0.333333333333333,0.627950455431155,"sp",1,"PL",13.2443296679184
"12pp1_3","12pl1_3",0.631396002756234,"sp","PP","San Jac","low",1,70.6,0.555555555555556,0.461042634445738,"sp",1,"PL",28.5371627777131
"12pp1_10","12pl1_3",0.595773617480768,"sp","PP","San Jac","low",1,87.8,0.416666666666667,0.97387996732088,"sp",1,"PL",37.0486558494306
"12pp1_1","12pl1_4",0.245329371536501,"sp","PP","San Jac","low",1,108.6,0.136363636363636,0.680887351773968,"sp",1,"PL",38.8149176029923
"12pp1_2","12pl1_4",0.683533502621642,"sp","PP","San Jac","low",1,50.5,0.333333333333333,0.627950455431155,"sp",1,"PL",28.6407629499454
"12pp1_3","12pl1_4",0.650141878806599,"sp","PP","San Jac","low",1,70.6,0.555555555555556,0.461042634445738,"sp",1,"PL",44.6631754629108
"12pp1_10","12pl1_4",0.615925810980307,"sp","PP","San Jac","low",1,87.8,0.416666666666667,0.97387996732088,"sp",1,"PL",1.11188686794997
"12pl2_2","12pl2_1",0.39397278933731,"sp","PL","San Jac","low",2,51.5,0.162162162162162,0.138638714256164,"sp",2,"PL",9.4145405161935
"12pl2_3","12pl2_1",0.0584166386271899,"sp","PL","San Jac","low",2,37.8,0.117647058823529,0.149895242957752,"sp",2,"PL",13.3569537474677
"12pp2_1","12pl2_1",0.240755532207394,"sp","PP","San Jac","low",2,95.2,0.387096774193548,0.779236609907978,"sp",2,"PL",8.58882760119536
"12pp2_2","12pl2_1",0.351464672040056,"sp","PP","San Jac","low",2,47.1,0.382352941176471,0.689055400840091,"sp",2,"PL",13.5447282882151
"12pp2_7","12pl2_1",0.0460005526298838,"sp","PP","San Jac","low",2,26.3,0.545454545454545,0.654421828654515,"sp",2,"PL",20.7077580275394
"12pp2_8","12pl2_1",0.135008002553468,"sp","PP","San Jac","low",2,66.2,0.518518518518518,0.749892392153025,"sp",2,"PL",16.7392149321816
"12pp2_21","12pl2_1",0.133281846177776,"sp","PP","San Jac","low",2,19.1,0.264150943396226,0.595607764264078,"sp",2,"PL",13.4883727592313
"12pl2_3","12pl2_2",0.227484920075578,"sp","PL","San Jac","low",2,37.8,0.117647058823529,0.149895242957752,"sp",2,"PL",7.93327196629961
"12pp2_1","12pl2_2",0.551211057477371,"sp","PP","San Jac","low",2,95.2,0.387096774193548,0.779236609907978,"sp",2,"PL",14.1885649874316
"12pp2_2","12pl2_2",0.575649048368216,"sp","PP","San Jac","low",2,47.1,0.382352941176471,0.689055400840091,"sp",2,"PL",4.75557594536568
"12pp2_7","12pl2_2",0.427777577937709,"sp","PP","San Jac","low",2,26.3,0.545454545454545,0.654421828654515,"sp",2,"PL",12.4906905676812
"12pp2_8","12pl2_2",0.577336523102261,"sp","PP","San Jac","low",2,66.2,0.518518518518518,0.749892392153025,"sp",2,"PL",8.02387018908349
"12pp2_21","12pl2_2",-0.0809471691089842,"sp","PP","San Jac","low",2,19.1,0.264150943396226,0.595607764264078,"sp",2,"PL",8.38976064715061
"12pp2_1","12pl2_3",0.248137984608786,"sp","PP","San Jac","low",2,95.2,0.387096774193548,0.779236609907978,"sp",2,"PL",20.666400674175
"12pp2_2","12pl2_3",0.123188455163457,"sp","PP","San Jac","low",2,47.1,0.382352941176471,0.689055400840091,"sp",2,"PL",5.54325699714612
"12pp2_7","12pl2_3",0.146427625116962,"sp","PP","San Jac","low",2,26.3,0.545454545454545,0.654421828654515,"sp",2,"PL",17.6729527948922
"12pp2_8","12pl2_3",0.16867166191114,"sp","PP","San Jac","low",2,66.2,0.518518518518518,0.749892392153025,"sp",2,"PL",13.2537193913185
"12pp2_21","12pl2_3",0.116883030605076,"sp","PP","San Jac","low",2,19.1,0.264150943396226,0.595607764264078,"sp",2,"PL",0.538770290409013
"12pl3_2","12pl3_1",0.657689659767078,"sp","PL","San Jac","low",3,19.5,0.409090909090909,0.0305963682553629,"sp",3,"PL",4.14278013223853
"12pl3_3","12pl3_1",0.640733705605471,"sp","PL","San Jac","low",3,19.4,0.346153846153846,0.0322092130389443,"sp",3,"PL",7.12620723421152
"12pl3_4","12pl3_1",0.57359748802429,"sp","PL","San Jac","low",3,5,0.407407407407407,0.0308776905342772,"sp",3,"PL",11.6650772615204
"12pl3_5","12pl3_1",0.676272392462463,"sp","PL","San Jac","low",3,12.5,0.407407407407407,0.0308776905342772,"sp",3,"PL",12.2085342644387
"12pp3_1","12pl3_1",0.469825908822609,"sp","PP","San Jac","low",3,109.5,0.129032258064516,0.292250328649942,"sp",3,"PL",3.61997542533027
"12pp3_2","12pl3_1",-0.0129188142942943,"sp","PP","San Jac","low",3,23.9,0.260869565217391,0.584307748660248,"sp",3,"PL",12.1020148025315
"12pp3_3","12pl3_1",0.495147663106008,"sp","PP","San Jac","low",3,92.6,0.222222222222222,0.583388972464632,"sp",3,"PL",12.7457513875729
"12pl3_3","12pl3_2",0.72460187641471,"sp","PL","San Jac","low",3,19.4,0.346153846153846,0.0322092130389443,"sp",3,"PL",6.92877386598853
"12pl3_4","12pl3_2",0.62538568016176,"sp","PL","San Jac","low",3,5,0.407407407407407,0.0308776905342772,"sp",3,"PL",11.4117849828356
"12pl3_5","12pl3_2",0.732966259499391,"sp","PL","San Jac","low",3,12.5,0.407407407407407,0.0308776905342772,"sp",3,"PL",12.2650865888815
"12pp3_1","12pl3_2",0.284693123249869,"sp","PP","San Jac","low",3,109.5,0.129032258064516,0.292250328649942,"sp",3,"PL",7.71809581383096
"12pp3_2","12pl3_2",-0.0407220006993644,"sp","PP","San Jac","low",3,23.9,0.260869565217391,0.584307748660248,"sp",3,"PL",10.6127183135546
"12pp3_3","12pl3_2",0.347290169072984,"sp","PP","San Jac","low",3,92.6,0.222222222222222,0.583388972464632,"sp",3,"PL",12.7414030290124
"12pl3_4","12pl3_3",0.788164055753286,"sp","PL","San Jac","low",3,5,0.407407407407407,0.0308776905342772,"sp",3,"PL",4.63692539192133
"12pl3_5","12pl3_3",0.754680693506559,"sp","PL","San Jac","low",3,12.5,0.407407407407407,0.0308776905342772,"sp",3,"PL",5.37493596450368
"12pp3_1","12pl3_3",0.467738230636366,"sp","PP","San Jac","low",3,109.5,0.129032258064516,0.292250328649942,"sp",3,"PL",8.39881870440457
"12pp3_2","12pl3_3",0.0397786664883241,"sp","PP","San Jac","low",3,23.9,0.260869565217391,0.584307748660248,"sp",3,"PL",5.27555180728253
"12pp3_3","12pl3_3",0.562608973095167,"sp","PP","San Jac","low",3,92.6,0.222222222222222,0.583388972464632,"sp",3,"PL",5.87525409050745
"12pl3_5","12pl3_4",0.766780678639537,"sp","PL","San Jac","low",3,12.5,0.407407407407407,0.0308776905342772,"sp",3,"PL",1.13720106335654
"12pp3_1","12pl3_4",0.40190934326657,"sp","PP","San Jac","low",3,109.5,0.129032258064516,0.292250328649942,"sp",3,"PL",12.3007631762496
"12pp3_2","12pl3_4",0.071684044300157,"sp","PP","San Jac","low",3,23.9,0.260869565217391,0.584307748660248,"sp",3,"PL",3.49770413681791
"12pp3_3","12pl3_4",0.39818030433546,"sp","PP","San Jac","low",3,92.6,0.222222222222222,0.583388972464632,"sp",3,"PL",1.42387039565428
"12pp3_1","12pl3_5",0.347684333713036,"sp","PP","San Jac","low",3,109.5,0.129032258064516,0.292250328649942,"sp",3,"PL",12.5293459649155
"12pp3_2","12pl3_5",-0.0390472351402518,"sp","PP","San Jac","low",3,23.9,0.260869565217391,0.584307748660248,"sp",3,"PL",4.55492603907982
"12pp3_3","12pl3_5",0.403127785019457,"sp","PP","San Jac","low",3,92.6,0.222222222222222,0.583388972464632,"sp",3,"PL",0.545690896606215
"12pp1_2","12pp1_1",0.357084147170845,"sp","PP","San Jac","low",1,50.5,0.333333333333333,0.627950455431155,"sp",1,"PP",17.8553556642968
"12pp1_3","12pp1_1",0.277522984834021,"sp","PP","San Jac","low",1,70.6,0.555555555555556,0.461042634445738,"sp",1,"PP",32.9091594760374
"12pp1_10","12pp1_1",0.404349495348973,"sp","PP","San Jac","low",1,87.8,0.416666666666667,0.97387996732088,"sp",1,"PP",39.4464067680643
"12pp1_3","12pp1_2",0.800044774844917,"sp","PP","San Jac","low",1,70.6,0.555555555555556,0.461042634445738,"sp",1,"PP",20.4058565381254
"12pp1_10","12pp1_2",0.649832651506686,"sp","PP","San Jac","low",1,87.8,0.416666666666667,0.97387996732088,"sp",1,"PP",29.6028100944967
"12pp1_10","12pp1_3",0.563129018301287,"sp","PP","San Jac","low",1,87.8,0.416666666666667,0.97387996732088,"sp",1,"PP",45.7576002090777
"12pp2_2","12pp2_1",0.486183465615515,"sp","PP","San Jac","low",2,47.1,0.382352941176471,0.689055400840091,"sp",2,"PP",18.9441020213779
"12pp2_7","12pp2_1",0.125224617768744,"sp","PP","San Jac","low",2,26.3,0.545454545454545,0.654421828654515,"sp",2,"PP",21.2694340549715
"12pp2_8","12pp2_1",0.578890262026444,"sp","PP","San Jac","low",2,66.2,0.518518518518518,0.749892392153025,"sp",2,"PP",18.6707005033237
"12pp2_21","12pp2_1",-0.105102863949236,"sp","PP","San Jac","low",2,19.1,0.264150943396226,0.595607764264078,"sp",2,"PP",20.9296626592675
"12pp2_7","12pp2_2",0.438461961050129,"sp","PP","San Jac","low",2,26.3,0.545454545454545,0.654421828654515,"sp",2,"PP",12.137061273021
"12pp2_8","12pp2_2",0.508165887800482,"sp","PP","San Jac","low",2,66.2,0.518518518518518,0.749892392153025,"sp",2,"PP",7.71660056315401
"12pp2_21","12pp2_2",-0.0823129089061304,"sp","PP","San Jac","low",2,19.1,0.264150943396226,0.595607764264078,"sp",2,"PP",6.08134746273876
"12pp2_8","12pp2_7",0.148943096311933,"sp","PP","San Jac","low",2,66.2,0.518518518518518,0.749892392153025,"sp",2,"PP",4.58003329603454
"12pp2_21","12pp2_7",-0.032680497271616,"sp","PP","San Jac","low",2,19.1,0.264150943396226,0.595607764264078,"sp",2,"PP",18.2093484332222
"12pp2_21","12pp2_8",-0.160695908236397,"sp","PP","San Jac","low",2,19.1,0.264150943396226,0.595607764264078,"sp",2,"PP",13.7924173010171
"12pp3_2","12pp3_1",0.252315878871758,"sp","PP","San Jac","low",3,23.9,0.260869565217391,0.584307748660248,"sp",3,"PP",13.6743438236203
"12pp3_3","12pp3_1",0.684639137759137,"sp","PP","San Jac","low",3,92.6,0.222222222222222,0.583388972464632,"sp",3,"PP",13.0717459798191
"12pp3_3","12pp3_2",0.195469531105921,"sp","PP","San Jac","low",3,92.6,0.222222222222222,0.583388972464632,"sp",3,"PP",4.60429329782946
"11ac1_2","11ac1_1",0.668367343936531,"bm","AC","San Jac","high",1,45.4,0.208333333333333,0.120059206645331,"bm",1,"AC",18.3530211927193
"11ac1_3","11ac1_1",0.599577193740792,"bm","AC","San Jac","high",1,29.5,0.25,0.0562670611557167,"bm",1,"AC",21.3723978900153
"11ac1_4","11ac1_1",0.471721955404024,"bm","AC","San Jac","high",1,30.4,0.266666666666667,0.0797784273490458,"bm",1,"AC",30.2077000867964
"11pj1_1","11ac1_1",0.325564983925706,"bm","PJ","San Jac","high",1,61.4,0.19047619047619,0.299871259664108,"bm",1,"AC",12.373538923309
"11pj1_2","11ac1_1",0.266218042979808,"bm","PJ","San Jac","high",1,26.1,0.12,0.164982271233025,"bm",1,"AC",15.0190431842201
"11pj1_3","11ac1_1",0.499755870162338,"bm","PJ","San Jac","high",1,26.6,0.12,0.164982271233025,"bm",1,"AC",15.5802582533716
"11pj1_4","11ac1_1",0.304706310010626,"bm","PJ","San Jac","high",1,59.8,0.230769230769231,0.22957203912314,"bm",1,"AC",30.6885594939824
"11pl1_1","11ac1_1",0.330612165208338,"bm","PL","San Jac","high",1,46.2,0.681818181818182,0.679097979472832,"bm",1,"AC",21.2011592577399
"11pl1_2","11ac1_1",0.233910262875078,"bm","PL","San Jac","high",1,98,0.64,0.791091558219949,"bm",1,"AC",14.5121267118117
"11pl1_4","11ac1_1",0.571074057542609,"bm","PL","San Jac","high",1,36,0.72,0.883704775271013,"bm",1,"AC",26.0967294477467
"11pl1_24","11ac1_1",0.284854459997628,"bm","PL","San Jac","high",1,23.7,0.636363636363636,0.632985885778376,"bm",1,"AC",21.9336614399118
"11ac1_3","11ac1_2",0.551500696902495,"bm","AC","San Jac","high",1,29.5,0.25,0.0562670611557167,"bm",1,"AC",37.4234884040972
"11ac1_4","11ac1_2",0.438390238289053,"bm","AC","San Jac","high",1,30.4,0.266666666666667,0.0797784273490458,"bm",1,"AC",34.8212677246143
"11pj1_1","11ac1_2",0.228473353152953,"bm","PJ","San Jac","high",1,61.4,0.19047619047619,0.299871259664108,"bm",1,"AC",23.3828495303776
"11pj1_2","11ac1_2",0.397225924062884,"bm","PJ","San Jac","high",1,26.1,0.12,0.164982271233025,"bm",1,"AC",15.1273937634044
"11pj1_3","11ac1_2",0.314143989111427,"bm","PJ","San Jac","high",1,26.6,0.12,0.164982271233025,"bm",1,"AC",15.2177125505902
"11pj1_4","11ac1_2",0.218322307169031,"bm","PJ","San Jac","high",1,59.8,0.230769230769231,0.22957203912314,"bm",1,"AC",35.3544566482919
"11pl1_1","11ac1_2",0.355128485313965,"bm","PL","San Jac","high",1,46.2,0.681818181818182,0.679097979472832,"bm",1,"AC",26.3312302395567
"11pl1_2","11ac1_2",0.223918311047031,"bm","PL","San Jac","high",1,98,0.64,0.791091558219949,"bm",1,"AC",3.84189171770287
"11pl1_4","11ac1_2",0.387920360630615,"bm","PL","San Jac","high",1,36,0.72,0.883704775271013,"bm",1,"AC",19.139350627974
"11pl1_24","11ac1_2",0.147890966926674,"bm","PL","San Jac","high",1,23.7,0.636363636363636,0.632985885778376,"bm",1,"AC",22.9164779361224
"11ac1_4","11ac1_3",0.464066626705163,"bm","AC","San Jac","high",1,30.4,0.266666666666667,0.0797784273490458,"bm",1,"AC",24.1811469784998
"11pj1_1","11ac1_3",0.341057190213642,"bm","PJ","San Jac","high",1,61.4,0.19047619047619,0.299871259664108,"bm",1,"AC",15.0396177303492
"11pj1_2","11ac1_3",0.160135951952991,"bm","PJ","San Jac","high",1,26.1,0.12,0.164982271233025,"bm",1,"AC",25.6706761114622
"11pj1_3","11ac1_3",0.386678494258041,"bm","PJ","San Jac","high",1,26.6,0.12,0.164982271233025,"bm",1,"AC",26.0415881571691
"11pj1_4","11ac1_3",0.301127978816578,"bm","PJ","San Jac","high",1,59.8,0.230769230769231,0.22957203912314,"bm",1,"AC",24.361371228409
"11pl1_1","11ac1_3",0.407991011311201,"bm","PL","San Jac","high",1,46.2,0.681818181818182,0.679097979472832,"bm",1,"AC",20.4919934913335
"11pl1_2","11ac1_3",0.136103198150864,"bm","PL","San Jac","high",1,98,0.64,0.791091558219949,"bm",1,"AC",33.9024333437046
"11pl1_4","11ac1_3",0.500792632972301,"bm","PL","San Jac","high",1,36,0.72,0.883704775271013,"bm",1,"AC",34.737186989637
"11pl1_24","11ac1_3",0.325934427000731,"bm","PL","San Jac","high",1,23.7,0.636363636363636,0.632985885778376,"bm",1,"AC",25.4597547622279
"11pj1_1","11ac1_4",0.330577393886315,"bm","PJ","San Jac","high",1,61.4,0.19047619047619,0.299871259664108,"bm",1,"AC",18.0954310522258
"11pj1_2","11ac1_4",0.345988341004742,"bm","PJ","San Jac","high",1,26.1,0.12,0.164982271233025,"bm",1,"AC",19.9451874719861
"11pj1_3","11ac1_4",0.311944477929011,"bm","PJ","San Jac","high",1,26.6,0.12,0.164982271233025,"bm",1,"AC",19.7404481738393
"11pj1_4","11ac1_4",0.152337402733185,"bm","PJ","San Jac","high",1,59.8,0.230769230769231,0.22957203912314,"bm",1,"AC",0.535566448373634
"11pl1_1","11ac1_4",0.509678461627749,"bm","PL","San Jac","high",1,46.2,0.681818181818182,0.679097979472832,"bm",1,"AC",9.26897964238487
"11pl1_2","11ac1_4",0.369977702138895,"bm","PL","San Jac","high",1,98,0.64,0.791091558219949,"bm",1,"AC",33.1465608648668
"11pl1_4","11ac1_4",0.402961489330994,"bm","PL","San Jac","high",1,36,0.72,0.883704775271013,"bm",1,"AC",20.0707106488416
"11pl1_24","11ac1_4",0.172345473517534,"bm","PL","San Jac","high",1,23.7,0.636363636363636,0.632985885778376,"bm",1,"AC",11.9938312307976
"11ac2_3","11ac2_1",0.606017255620513,"bm","AC","San Jac","high",2,17.8,0.588235294117647,0.190436565549673,"bm",2,"AC",24.3630674408124
"11ac2_10","11ac2_1",0.622434765290895,"bm","AC","San Jac","high",2,8.1,0.375,0.313081951099968,"bm",2,"AC",19.5074974022928
"11ac2_11","11ac2_1",0.482198838003891,"bm","AC","San Jac","high",2,11.6,0.416666666666667,0.166336473830919,"bm",2,"AC",20.5168775275422
"11pj2_1","11ac2_1",0.055871032737401,"bm","PJ","San Jac","high",2,54.1,0.434782608695652,0.266447063758846,"bm",2,"AC",6.53875029552301
"11pj2_2","11ac2_1",0.214376529261822,"bm","PJ","San Jac","high",2,39.8,0.5,0.271717708543898,"bm",2,"AC",9.55692242318605
"11pj2_15","11ac2_1",0.369940377767408,"bm","PJ","San Jac","high",2,27.9,0.192307692307692,0.172395847960676,"bm",2,"AC",21.9203175741967
"11pj2_16","11ac2_1",0.344558077485033,"bm","PJ","San Jac","high",2,19.5,0.238095238095238,0.115424060685572,"bm",2,"AC",23.9199714712597
"11pl2_1","11ac2_1",0.314337446913306,"bm","PL","San Jac","high",2,85.3,0.333333333333333,0.530925927844435,"bm",2,"AC",9.00467018219017
"11pl2_2","11ac2_1",0.127942230615687,"bm","PL","San Jac","high",2,37.9,0.222222222222222,0.591517648404164,"bm",2,"AC",16.5579217899567
"11ac2_10","11ac2_3",0.25428203515413,"bm","AC","San Jac","high",2,8.1,0.375,0.313081951099968,"bm",2,"AC",19.9977595929083
"11ac2_11","11ac2_3",0.378215778490956,"bm","AC","San Jac","high",2,11.6,0.416666666666667,0.166336473830919,"bm",2,"AC",18.1445438893416
"11pj2_1","11ac2_3",0.104556695143565,"bm","PJ","San Jac","high",2,54.1,0.434782608695652,0.266447063758846,"bm",2,"AC",20.9324020158695
"11pj2_2","11ac2_3",0.300912367984601,"bm","PJ","San Jac","high",2,39.8,0.5,0.271717708543898,"bm",2,"AC",20.8855328990832
"11pj2_15","11ac2_3",0.305709824863,"bm","PJ","San Jac","high",2,27.9,0.192307692307692,0.172395847960676,"bm",2,"AC",30.8744471319191
