".variable",".value",".lower",".upper",".width",".point",".interval","tree1","spp1","tree2","spp2","pair","comp","Site","Neighborhood","focal_sp","comp_sp"
"rescor__t11pj21__t11pl21",0.0910477956896895,-0.277438851549532,0.401644644785577,0.95,"median","qi","11pj21","pj","11pl21","pl","pj-pl","inter","bm",2,"pj","pl"
"rescor__t11pj21__t11pl22",0.120179159614991,-0.234982165351353,0.43015211318499,0.95,"median","qi","11pj21","pj","11pl22","pl","pj-pl","inter","bm",2,"pj","pl"
"rescor__t11pj215__t11pl21",0.21133516808737,-0.139532209368186,0.506017941035117,0.95,"median","qi","11pj215","pj","11pl21","pl","pj-pl","inter","bm",2,"pj","pl"
"rescor__t11pj215__t11pl22",0.249655078130913,-0.100215045910168,0.53046079909165,0.95,"median","qi","11pj215","pj","11pl22","pl","pj-pl","inter","bm",2,"pj","pl"
"rescor__t11pj216__t11pl21",0.0916054737069428,-0.262435303085028,0.399371256599434,0.95,"median","qi","11pj216","pj","11pl21","pl","pj-pl","inter","bm",2,"pj","pl"
"rescor__t11pj216__t11pl22",0.322599164222592,-0.0231166982443798,0.587090052814392,0.95,"median","qi","11pj216","pj","11pl22","pl","pj-pl","inter","bm",2,"pj","pl"
"rescor__t11pj22__t11pl21",0.257785563132867,-0.100663838444482,0.55023124014157,0.95,"median","qi","11pj22","pj","11pl21","pl","pj-pl","inter","bm",2,"pj","pl"
"rescor__t11pj22__t11pl22",0.291864721407983,-0.0460217403155476,0.564749946518005,0.95,"median","qi","11pj22","pj","11pl22","pl","pj-pl","inter","bm",2,"pj","pl"
"rescor__t11pj31__t11pl31",0.0908843271162428,-0.196752995461184,0.369239547411582,0.95,"median","qi","11pj31","pj","11pl31","pl","pj-pl","inter","bm",3,"pj","pl"
"rescor__t11pj31__t11pl33",0.123300103880222,-0.173463634560642,0.386216336222642,0.95,"median","qi","11pj31","pj","11pl33","pl","pj-pl","inter","bm",3,"pj","pl"
"rescor__t11pj32__t11pl31",0.254174731175261,-0.0453398917737824,0.4985130573055,0.95,"median","qi","11pj32","pj","11pl31","pl","pj-pl","inter","bm",3,"pj","pl"
"rescor__t11pj32__t11pl33",0.375521467443018,0.102109446886382,0.596089016642759,0.95,"median","qi","11pj32","pj","11pl33","pl","pj-pl","inter","bm",3,"pj","pl"
"rescor__t11pj33__t11pl31",-0.0527659030797914,-0.330884821412445,0.243545474833975,0.95,"median","qi","11pj33","pj","11pl31","pl","pj-pl","inter","bm",3,"pj","pl"
"rescor__t11pj33__t11pl33",-0.0411344125999482,-0.306335765556414,0.228076218087367,0.95,"median","qi","11pj33","pj","11pl33","pl","pj-pl","inter","bm",3,"pj","pl"
"rescor__t11pj34__t11pl31",-0.0268163638994125,-0.320908607513843,0.281710662354486,0.95,"median","qi","11pj34","pj","11pl31","pl","pj-pl","inter","bm",3,"pj","pl"
"rescor__t11pj34__t11pl33",0.00426939422976556,-0.286766956795562,0.286130360223478,0.95,"median","qi","11pj34","pj","11pl33","pl","pj-pl","inter","bm",3,"pj","pl"
"rescor__t11pj35__t11pl31",0.185426441922999,-0.120778740906695,0.44718977259708,0.95,"median","qi","11pj35","pj","11pl31","pl","pj-pl","inter","bm",3,"pj","pl"
"rescor__t11pj35__t11pl33",0.272694290898194,-0.0120567510537353,0.517393223097369,0.95,"median","qi","11pj35","pj","11pl33","pl","pj-pl","inter","bm",3,"pj","pl"
"rescor__t4pj11__t4pl11",0.335612817300427,0.100133168838516,0.529985308985303,0.95,"median","qi","4pj11","pj","4pl11","pl","pj-pl","inter","cm",1,"pj","pl"
"rescor__t4pj11__t4pl1122",-0.172510715639755,-0.388512338220056,0.0622274425819144,0.95,"median","qi","4pj11","pj","4pl1122","pl","pj-pl","inter","cm",1,"pj","pl"
"rescor__t4pj11__t4pl12",0.341161889687736,0.109492452450557,0.539567638535185,0.95,"median","qi","4pj11","pj","4pl12","pl","pj-pl","inter","cm",1,"pj","pl"
"rescor__t4pj1117__t4pl11",0.223693762375757,-0.0242170571700237,0.448568102028587,0.95,"median","qi","4pj1117","pj","4pl11","pl","pj-pl","inter","cm",1,"pj","pl"
"rescor__t4pj1117__t4pl1122",0.093129611112995,-0.147137530638497,0.322249717572146,0.95,"median","qi","4pj1117","pj","4pl1122","pl","pj-pl","inter","cm",1,"pj","pl"
"rescor__t4pj1117__t4pl12",0.367779264786763,0.133879438141973,0.560966409075727,0.95,"median","qi","4pj1117","pj","4pl12","pl","pj-pl","inter","cm",1,"pj","pl"
"rescor__t4pj1118__t4pl11",-0.255426008068668,-0.465425684398903,-0.00907717964166173,0.95,"median","qi","4pj1118","pj","4pl11","pl","pj-pl","inter","cm",1,"pj","pl"
"rescor__t4pj1118__t4pl1122",-0.343579312045851,-0.537786978511229,-0.114064599561607,0.95,"median","qi","4pj1118","pj","4pl1122","pl","pj-pl","inter","cm",1,"pj","pl"
"rescor__t4pj1118__t4pl12",0.0273057602269344,-0.215620969883549,0.267356797314884,0.95,"median","qi","4pj1118","pj","4pl12","pl","pj-pl","inter","cm",1,"pj","pl"
"rescor__t4pj22__t4pl21",0.0647232776409482,-0.123141915540963,0.256362721815155,0.95,"median","qi","4pj22","pj","4pl21","pl","pj-pl","inter","cm",2,"pj","pl"
"rescor__t4pj23064__t4pl21",0.0681492695972774,-0.117274950313582,0.251057516523381,0.95,"median","qi","4pj23064","pj","4pl21","pl","pj-pl","inter","cm",2,"pj","pl"
"rescor__t4pj23101__t4pl21",0.394550781249819,0.210498400539367,0.543585956576168,0.95,"median","qi","4pj23101","pj","4pl21","pl","pj-pl","inter","cm",2,"pj","pl"
"rescor__t4pj31__t4pl31",0.0863120594671285,-0.15691383180615,0.322273575208044,0.95,"median","qi","4pj31","pj","4pl31","pl","pj-pl","inter","cm",3,"pj","pl"
"rescor__t4pj31__t4pl31959",0.262648681042518,0.0197731182368559,0.465748528148428,0.95,"median","qi","4pj31","pj","4pl31959","pl","pj-pl","inter","cm",3,"pj","pl"
"rescor__t4pj31965__t4pl31",0.120729710821265,-0.113358956170031,0.345980955591518,0.95,"median","qi","4pj31965","pj","4pl31","pl","pj-pl","inter","cm",3,"pj","pl"
"rescor__t4pj31965__t4pl31959",-0.00659759724289935,-0.243704973064691,0.22699906845602,0.95,"median","qi","4pj31965","pj","4pl31959","pl","pj-pl","inter","cm",3,"pj","pl"
"rescor__t4pj31966__t4pl31",-0.0771558658661254,-0.299564294050388,0.162363647598103,0.95,"median","qi","4pj31966","pj","4pl31","pl","pj-pl","inter","cm",3,"pj","pl"
"rescor__t4pj31966__t4pl31959",-0.148455325665613,-0.377283837107688,0.0884733404671728,0.95,"median","qi","4pj31966","pj","4pl31959","pl","pj-pl","inter","cm",3,"pj","pl"
"rescor__t4pj32__t4pl31",0.164716222504269,-0.0772295951571318,0.386721201263533,0.95,"median","qi","4pj32","pj","4pl31","pl","pj-pl","inter","cm",3,"pj","pl"
"rescor__t4pj32__t4pl31959",0.0657000531399928,-0.160201928772839,0.29321668507448,0.95,"median","qi","4pj32","pj","4pl31959","pl","pj-pl","inter","cm",3,"pj","pl"
"rescor__t17pj11__t17pl11",0.63136283101068,0.422238596728312,0.777863243639552,0.95,"median","qi","17pj11","pj","17pl11","pl","pj-pl","inter","lc",1,"pj","pl"
"rescor__t17pj11__t17pl12",0.48099807939962,0.230052188532023,0.674736783521932,0.95,"median","qi","17pj11","pj","17pl12","pl","pj-pl","inter","lc",1,"pj","pl"
"rescor__t17pj11__t17pl13",0.219577009006833,-0.0563238878837683,0.456190949175199,0.95,"median","qi","17pj11","pj","17pl13","pl","pj-pl","inter","lc",1,"pj","pl"
"rescor__t17pj11__t17pl14",0.0236347384467253,-0.23421936603928,0.289039060087773,0.95,"median","qi","17pj11","pj","17pl14","pl","pj-pl","inter","lc",1,"pj","pl"
"rescor__t17pj12__t17pl11",0.0493438560839153,-0.214085493484497,0.302815223574622,0.95,"median","qi","17pj12","pj","17pl11","pl","pj-pl","inter","lc",1,"pj","pl"
"rescor__t17pj12__t17pl12",0.0960191136262113,-0.1825568019513,0.368418880967475,0.95,"median","qi","17pj12","pj","17pl12","pl","pj-pl","inter","lc",1,"pj","pl"
"rescor__t17pj12__t17pl13",0.0549161247089876,-0.218262284420851,0.307843740086796,0.95,"median","qi","17pj12","pj","17pl13","pl","pj-pl","inter","lc",1,"pj","pl"
"rescor__t17pj12__t17pl14",0.296183092224603,0.0240123715500832,0.534897058467232,0.95,"median","qi","17pj12","pj","17pl14","pl","pj-pl","inter","lc",1,"pj","pl"
"rescor__t17pj13__t17pl11",-0.0666134878040898,-0.325117149610463,0.189921103519502,0.95,"median","qi","17pj13","pj","17pl11","pl","pj-pl","inter","lc",1,"pj","pl"
"rescor__t17pj13__t17pl12",0.00606373067170667,-0.258854974654617,0.288443112174841,0.95,"median","qi","17pj13","pj","17pl12","pl","pj-pl","inter","lc",1,"pj","pl"
"rescor__t17pj13__t17pl13",0.195801992403718,-0.0771408440030923,0.447157195221731,0.95,"median","qi","17pj13","pj","17pl13","pl","pj-pl","inter","lc",1,"pj","pl"
"rescor__t17pj13__t17pl14",0.370891656155308,0.105644156162552,0.589205047792091,0.95,"median","qi","17pj13","pj","17pl14","pl","pj-pl","inter","lc",1,"pj","pl"
"rescor__t17pj21__t17pl21",0.267251670080913,-0.0292106155349285,0.525027819745655,0.95,"median","qi","17pj21","pj","17pl21","pl","pj-pl","inter","lc",2,"pj","pl"
"rescor__t17pj21__t17pl22",0.379077880692805,0.0998094491073021,0.606877892673237,0.95,"median","qi","17pj21","pj","17pl22","pl","pj-pl","inter","lc",2,"pj","pl"
"rescor__t17pj21__t17pl23",0.316860476713786,0.0256552735233774,0.560524869932279,0.95,"median","qi","17pj21","pj","17pl23","pl","pj-pl","inter","lc",2,"pj","pl"
"rescor__t17pj21__t17pl24",0.20383969655058,-0.0898907449190366,0.464325476127495,0.95,"median","qi","17pj21","pj","17pl24","pl","pj-pl","inter","lc",2,"pj","pl"
"rescor__t17pj23__t17pl21",0.171736598824824,-0.127045259982938,0.441681785299418,0.95,"median","qi","17pj23","pj","17pl21","pl","pj-pl","inter","lc",2,"pj","pl"
"rescor__t17pj23__t17pl22",0.113940702890011,-0.167082787822141,0.384656495499683,0.95,"median","qi","17pj23","pj","17pl22","pl","pj-pl","inter","lc",2,"pj","pl"
"rescor__t17pj23__t17pl23",0.0276875995196295,-0.273736723691225,0.314435524087584,0.95,"median","qi","17pj23","pj","17pl23","pl","pj-pl","inter","lc",2,"pj","pl"
"rescor__t17pj23__t17pl24",0.0508285114096308,-0.251185982453488,0.347779869144388,0.95,"median","qi","17pj23","pj","17pl24","pl","pj-pl","inter","lc",2,"pj","pl"
"rescor__t17pj31__t17pl31",0.57103953929241,0.259445554781067,0.776759470590431,0.95,"median","qi","17pj31","pj","17pl31","pl","pj-pl","inter","lc",3,"pj","pl"
"rescor__t17pj32__t17pl31",0.335755177596364,-0.0194053732982589,0.608839423015079,0.95,"median","qi","17pj32","pj","17pl31","pl","pj-pl","inter","lc",3,"pj","pl"
"rescor__t17pj33__t17pl31",0.0443646896316982,-0.310588867020609,0.37003587409326,0.95,"median","qi","17pj33","pj","17pl31","pl","pj-pl","inter","lc",3,"pj","pl"
"rescor__t17pj34__t17pl31",0.292326895803266,-0.0463298149394175,0.572173477780192,0.95,"median","qi","17pj34","pj","17pl31","pl","pj-pl","inter","lc",3,"pj","pl"
"rescor__t17pj35__t17pl31",0.0109108806350987,-0.321905215374538,0.356263782843037,0.95,"median","qi","17pj35","pj","17pl31","pl","pj-pl","inter","lc",3,"pj","pl"
"rescor__t18pj11__t18pl11",0.0683059448723257,-0.343455796622501,0.448590162247369,0.95,"median","qi","18pj11","pj","18pl11","pl","pj-pl","inter","pp",1,"pj","pl"
"rescor__t18pj11__t18pl12",0.230908641262598,-0.183727318929517,0.580180229861762,0.95,"median","qi","18pj11","pj","18pl12","pl","pj-pl","inter","pp",1,"pj","pl"
"rescor__t18pj11__t18pl13",0.299521205237841,-0.131622490289997,0.631527525468805,0.95,"median","qi","18pj11","pj","18pl13","pl","pj-pl","inter","pp",1,"pj","pl"
"rescor__t18pj21__t18pl21",0.091332447150736,-0.189088647136729,0.365709094018216,0.95,"median","qi","18pj21","pj","18pl21","pl","pj-pl","inter","pp",2,"pj","pl"
"rescor__t18pj23__t18pl21",0.024562419198543,-0.258528222558545,0.302777055152554,0.95,"median","qi","18pj23","pj","18pl21","pl","pj-pl","inter","pp",2,"pj","pl"
"rescor__t18pj24__t18pl21",0.0489692161472532,-0.238148803774592,0.339631245839354,0.95,"median","qi","18pj24","pj","18pl21","pl","pj-pl","inter","pp",2,"pj","pl"
"rescor__t18pj25__t18pl21",0.0765458042778132,-0.217713854259432,0.342104450808033,0.95,"median","qi","18pj25","pj","18pl21","pl","pj-pl","inter","pp",2,"pj","pl"
"rescor__t18pj31__t18pl31",0.0935870804721585,-0.238085749334213,0.411186357722455,0.95,"median","qi","18pj31","pj","18pl31","pl","pj-pl","inter","pp",3,"pj","pl"
"rescor__t18pj32__t18pl31",-0.11767734505367,-0.422193715045686,0.215077047065942,0.95,"median","qi","18pj32","pj","18pl31","pl","pj-pl","inter","pp",3,"pj","pl"
"rescor__t8pj11__t8pl11",0.092268851019629,-0.260333709688235,0.429469991500696,0.95,"median","qi","8pj11","pj","8pl11","pl","pj-pl","inter","pr",1,"pj","pl"
"rescor__t8pj11__t8pl13150",0.229295952075716,-0.149973291269424,0.53454228015366,0.95,"median","qi","8pj11","pj","8pl13150","pl","pj-pl","inter","pr",1,"pj","pl"
"rescor__t8pj12__t8pl11",0.412441289890371,0.0486635872655967,0.671201663891902,0.95,"median","qi","8pj12","pj","8pl11","pl","pj-pl","inter","pr",1,"pj","pl"
"rescor__t8pj12__t8pl13150",0.461537731248337,0.11629854451777,0.712943827697468,0.95,"median","qi","8pj12","pj","8pl13150","pl","pj-pl","inter","pr",1,"pj","pl"
"rescor__t8pj13__t8pl11",0.386181024401632,0.0226413520525567,0.652693447351009,0.95,"median","qi","8pj13","pj","8pl11","pl","pj-pl","inter","pr",1,"pj","pl"
"rescor__t8pj13__t8pl13150",0.339779713034436,0.00132788699703673,0.621794557582481,0.95,"median","qi","8pj13","pj","8pl13150","pl","pj-pl","inter","pr",1,"pj","pl"
"rescor__t8pj1497__t8pl11",0.209901672378444,-0.147169415124208,0.516637373239226,0.95,"median","qi","8pj1497","pj","8pl11","pl","pj-pl","inter","pr",1,"pj","pl"
"rescor__t8pj1497__t8pl13150",0.034827378190402,-0.309952365560069,0.372484118651788,0.95,"median","qi","8pj1497","pj","8pl13150","pl","pj-pl","inter","pr",1,"pj","pl"
"rescor__t8pj21__t8pl21",0.180390017766548,-0.123337653349599,0.430412317363651,0.95,"median","qi","8pj21","pj","8pl21","pl","pj-pl","inter","pr",2,"pj","pl"
"rescor__t8pj21__t8pl22",-0.00699449623632458,-0.273863572454271,0.25514717764783,0.95,"median","qi","8pj21","pj","8pl22","pl","pj-pl","inter","pr",2,"pj","pl"
"rescor__t8pj21__t8pl23001",-0.0285732633473079,-0.306235227283987,0.242742986765684,0.95,"median","qi","8pj21","pj","8pl23001","pl","pj-pl","inter","pr",2,"pj","pl"
"rescor__t8pj22__t8pl21",0.289380275256897,0.016708422866791,0.513348536083081,0.95,"median","qi","8pj22","pj","8pl21","pl","pj-pl","inter","pr",2,"pj","pl"
"rescor__t8pj22__t8pl22",0.677454778573317,0.485899881000905,0.804014258455768,0.95,"median","qi","8pj22","pj","8pl22","pl","pj-pl","inter","pr",2,"pj","pl"
"rescor__t8pj22__t8pl23001",0.438671870157142,0.179596111217104,0.636864821100107,0.95,"median","qi","8pj22","pj","8pl23001","pl","pj-pl","inter","pr",2,"pj","pl"
"rescor__t8pj2552__t8pl21",0.11109472037635,-0.187222427216335,0.38144114186341,0.95,"median","qi","8pj2552","pj","8pl21","pl","pj-pl","inter","pr",2,"pj","pl"
"rescor__t8pj2552__t8pl22",0.0306179653026929,-0.232346959891427,0.289484956271998,0.95,"median","qi","8pj2552","pj","8pl22","pl","pj-pl","inter","pr",2,"pj","pl"
"rescor__t8pj2552__t8pl23001",-0.0664602367953028,-0.339790987161644,0.20808436056453,0.95,"median","qi","8pj2552","pj","8pl23001","pl","pj-pl","inter","pr",2,"pj","pl"
"rescor__t8pj31__t8pl31",-0.0158853994863542,-0.373446819100672,0.343115698769946,0.95,"median","qi","8pj31","pj","8pl31","pl","pj-pl","inter","pr",3,"pj","pl"
"rescor__t8pj31__t8pl32",-0.0498820032274905,-0.385550085299538,0.323114059824215,0.95,"median","qi","8pj31","pj","8pl32","pl","pj-pl","inter","pr",3,"pj","pl"
"rescor__t8pj31__t8pl3604",0.0892106482900177,-0.28010631549762,0.433396430319791,0.95,"median","qi","8pj31","pj","8pl3604","pl","pj-pl","inter","pr",3,"pj","pl"
"rescor__t8pj32__t8pl31",0.177428376590472,-0.194241067554537,0.496102998186606,0.95,"median","qi","8pj32","pj","8pl31","pl","pj-pl","inter","pr",3,"pj","pl"
"rescor__t8pj32__t8pl32",-0.0783701269504387,-0.425741262322146,0.293871962414089,0.95,"median","qi","8pj32","pj","8pl32","pl","pj-pl","inter","pr",3,"pj","pl"
"rescor__t8pj32__t8pl3604",0.0206507754054809,-0.351315141584823,0.38373861061903,0.95,"median","qi","8pj32","pj","8pl3604","pl","pj-pl","inter","pr",3,"pj","pl"
"rescor__t8pj3598__t8pl31",0.242712125343848,-0.13073293703644,0.553097143981417,0.95,"median","qi","8pj3598","pj","8pl31","pl","pj-pl","inter","pr",3,"pj","pl"
"rescor__t8pj3598__t8pl32",-0.011837270572471,-0.349994890528429,0.343263988764741,0.95,"median","qi","8pj3598","pj","8pl32","pl","pj-pl","inter","pr",3,"pj","pl"
"rescor__t8pj3598__t8pl3604",0.00312132692712103,-0.362135031935052,0.356487113985382,0.95,"median","qi","8pj3598","pj","8pl3604","pl","pj-pl","inter","pr",3,"pj","pl"
"rescor__t12pj11__t12pl11",0.244403080057158,-0.130703002955122,0.569907929447539,0.95,"median","qi","12pj11","pj","12pl11","pl","pj-pl","inter","sp",1,"pj","pl"
"rescor__t12pj11__t12pl12",0.483147588135582,0.126288070117099,0.73296594248017,0.95,"median","qi","12pj11","pj","12pl12","pl","pj-pl","inter","sp",1,"pj","pl"
"rescor__t12pj11__t12pl13",0.285055361323394,-0.0737281172778748,0.585723044987563,0.95,"median","qi","12pj11","pj","12pl13","pl","pj-pl","inter","sp",1,"pj","pl"
"rescor__t12pj11__t12pl14",0.0149611469193145,-0.355254226232769,0.362807486398156,0.95,"median","qi","12pj11","pj","12pl14","pl","pj-pl","inter","sp",1,"pj","pl"
"rescor__t12pj12__t12pl11",-0.0510639395073232,-0.407984168519434,0.309873046912958,0.95,"median","qi","12pj12","pj","12pl11","pl","pj-pl","inter","sp",1,"pj","pl"
"rescor__t12pj12__t12pl12",0.279495768400527,-0.0924808436497788,0.57527715639879,0.95,"median","qi","12pj12","pj","12pl12","pl","pj-pl","inter","sp",1,"pj","pl"
"rescor__t12pj12__t12pl13",0.392207930631517,0.0170658210762972,0.655056456417263,0.95,"median","qi","12pj12","pj","12pl13","pl","pj-pl","inter","sp",1,"pj","pl"
"rescor__t12pj12__t12pl14",-0.0187144188008347,-0.376586380386513,0.343837028664255,0.95,"median","qi","12pj12","pj","12pl14","pl","pj-pl","inter","sp",1,"pj","pl"
"rescor__t4pj22__t4pp21",0.141863100838603,-0.0533486993706191,0.319255670618642,0.95,"median","qi","4pj22","pj","4pp21","pp","pj-pp","inter","cm",2,"pj","pp"
"rescor__t4pj23064__t4pp21",0.378714443064969,0.211407400156971,0.530145354227083,0.95,"median","qi","4pj23064","pj","4pp21","pp","pj-pp","inter","cm",2,"pj","pp"
"rescor__t4pj23101__t4pp21",0.304847543188771,0.116771444764576,0.468615980483571,0.95,"median","qi","4pj23101","pj","4pp21","pp","pj-pp","inter","cm",2,"pj","pp"
"rescor__t12pj11__t12pp11",-0.0701974144273899,-0.418050544979191,0.310536263135894,0.95,"median","qi","12pj11","pj","12pp11","pp","pj-pp","inter","sp",1,"pj","pp"
"rescor__t12pj11__t12pp110",0.259161261156637,-0.0944294356772145,0.549285613068419,0.95,"median","qi","12pj11","pj","12pp110","pp","pj-pp","inter","sp",1,"pj","pp"
"rescor__t12pj11__t12pp12",0.333664885251344,-0.0191753584586079,0.606206540070109,0.95,"median","qi","12pj11","pj","12pp12","pp","pj-pp","inter","sp",1,"pj","pp"
"rescor__t12pj11__t12pp13",0.311789521993026,-0.0396919899595635,0.582644011010979,0.95,"median","qi","12pj11","pj","12pp13","pp","pj-pp","inter","sp",1,"pj","pp"
"rescor__t12pj12__t12pp11",0.177860023484839,-0.206803283518896,0.522795066077208,0.95,"median","qi","12pj12","pj","12pp11","pp","pj-pp","inter","sp",1,"pj","pp"
"rescor__t12pj12__t12pp110",0.064869515335952,-0.285535272256183,0.400700339714164,0.95,"median","qi","12pj12","pj","12pp110","pp","pj-pp","inter","sp",1,"pj","pp"
"rescor__t12pj12__t12pp12",0.358532962408551,0.00829308355350665,0.630059849861932,0.95,"median","qi","12pj12","pj","12pp12","pp","pj-pp","inter","sp",1,"pj","pp"
"rescor__t12pj12__t12pp13",0.524792938934041,0.207746598995261,0.737319570138231,0.95,"median","qi","12pj12","pj","12pp13","pp","pj-pp","inter","sp",1,"pj","pp"
"rescor__t11ac11__t11pl11",0.146688555364075,-0.0846868568291964,0.356071161697734,0.95,"median","qi","11ac11","ac","11pl11","pl","ac-pl","inter","bm",1,"pl","ac"
"rescor__t11ac11__t11pl12",0.0951105945283981,-0.133817543752227,0.31971150776366,0.95,"median","qi","11ac11","ac","11pl12","pl","ac-pl","inter","bm",1,"pl","ac"
"rescor__t11ac11__t11pl124",0.158425205425964,-0.0747523485773464,0.379195960001026,0.95,"median","qi","11ac11","ac","11pl124","pl","ac-pl","inter","bm",1,"pl","ac"
"rescor__t11ac11__t11pl14",0.394192024319634,0.177714990800554,0.577405540913493,0.95,"median","qi","11ac11","ac","11pl14","pl","ac-pl","inter","bm",1,"pl","ac"
"rescor__t11ac12__t11pl11",0.367122011317882,0.150548785089344,0.546898121601764,0.95,"median","qi","11ac12","ac","11pl11","pl","ac-pl","inter","bm",1,"pl","ac"
